UC,LATITUDE,LONGITUDE
39840581,-26.15126,-52.19243
85033464,-25.94544,-52.19097
75602016,-25.94423,-52.18998
42767067,-23.39895,-52.18935
100132197,-25.98753,-52.18819
91385415,-26.17004,-52.18779
49457012,-25.93922,-52.18734
103438157,-23.18818,-52.18676
10015442,-25.94389,-52.18491
103124098,-23.18351,-52.18468
82774340,-23.19093,-52.18459
59100273,-23.21827,-52.18416
43794343,-23.17813,-52.18193
77859065,-22.87474,-52.18128
85533114,-23832,-52.17802
69926131,-25.9406,-52.17733
98149180,-26.04309,-52.17629
63964112,-22.92618,-52.17578
99396335,-25.93396,-52.1746
99102935,-22.92431,-52.17445
99297183,-25.94149,-52.17253
10015426,-25.94475,-52.17227
97482625,-23.83156,-52.17222
64415295,-25.92899,-52.17198
98920235,-25.94251,-52.17069
46610103,-23.13064,-52.17059
32234449,-24.92066,-52.16996
53507460,-22.97027,-52.16922
27856402,-22.96364,-52.16585
63964430,-22.92696,-52.1653
51286122,-23.28249,-52.16262
67446019,-23.2661,-52.16232
97528501,-22.85342,-52.16175
61197165,-23.28124,-52.16056
103955879,-22.95442,-52.16046
87254700,-25.91639,-52.15966
50097881,-22.95493,-52.15855
100331718,-23.70807,-52.15515
58600710,-23.32397,-52.15502
91605750,-22.9334,-52.15491
48362832,-25.38035,-52.15422
77998740,-22.99214,-52.15413
22078720,-22.93091,-52.1539
28858913,-23.18692,-52.15209
96176873,-25.97212,-52.15179
72017783,-22.93132,-52.15017
79281303,-22.91825,-52.14416
20311419,-26.32411,-52.14308
92216676,-22.93523,-52.14299
44730586,-22.93562,-52.14103
80975720,-22.93003,-52.13816
75593750,-26.47708,-52.13463
28296605,-23.83137,-52.13389
85460290,-25.3758,-52.13088
95373152,-25.38017,-52.12922
38143135,-23.29182,-52.12798
81000090,-25.37716,-52.12506
102267529,-24.10193,-52.12422
60713046,-25.3669,-52.12172
93040326,-25.37885,-52.12162
45838313,-24.07725,-52.12015
92847730,-25.37925,-52.11984
102704333,-25.69539,-52.11946
99358905,-23.33332,-52.11832
86920278,-25.37001,-52.1174
93511388,-23.34201,-52.11721
99188732,-24.09946,-52.11599
97346659,-25.38528,-52.11555
35000430,-25.75223,-52.11256
45474788,-25.39019,-52.11134
95609776,-24.09667,-52.11126
88569284,-25.39069,-52.10932
54893461,-23.41443,-52.10835
101365004,-23.59118,-52.10746
69557845,-24.4269,-52.10719
38127172,-23.63654,-52.10707
52466612,-23.54114,-52.10422
102875014,-24.28433,-52.1036
95765840,-23.35574,-52.10215
83368914,-23.34072,-52.10171
16307828,-23.35674,-52.10149
31639267,-24.41598,-52.10055
95243682,-26.47448,-52.10036
16307836,-23.35645,-52.09914
99199530,-23.34334,-52.09734
87192276,-23.34287,-52.09734
56762666,-24.28328,-52.0972
67779093,-23.34375,-52.09591
16301234,-23.34387,-52.09566
56762348,-24.28495,-52.09495
70758271,-23.62092,-52.09229
90675665,-23.34885,-52.09218
25514008,-23.39868,-52.09144
19452497,-23.39881,-52.09116
87310236,-22.66464,-52.09107
40032060,-25.5633,-52.09086
33676208,-23.34779,-52.09085
46699236,-24.41979,-52.09078
27255522,-23.39615,-52.09068
97012564,-23.35374,-52.09052
77018451,-23.3512,-52.09036
23484209,-25.76718,-52.08944
80178855,-23.35592,-52.08923
70227250,-23.34519,-52.08899
102501130,-23.34164,-52.08853
57029911,-25.76666,-52.08845
54358663,-23.39809,-52.08836
27071049,-22.66137,-52.08831
67069517,-25.75967,-52.08753
44561440,-22.66185,-52.08541
45440670,-22.66075,-52.08421
94889619,-23.34822,-52.08408
39435199,-22.65211,-52.08348
59480017,-22.66078,-52.08248
44952015,-23.60483,-52.0815
94164355,-23.35532,-52.08117
93253613,-22.64065,-52.08077
103139842,-22.64464,-52.0806
43494935,-22.64233,-52.08018
65485416,-25.79276,-52.07693
75970309,-23.47771,-52.07261
84156171,-23.36821,-52.07174
57673160,-25.5534,-52.07171
15572862,-23.61671,-52.07031
83520511,-23.57489,-52.06965
78610729,-23.45549,-52.06943
79615554,-23.37195,-52.06848
75761092,-23.3818,-52.06622
94563047,-23.50373,-52.06558
91533945,-23.37252,-52.06557
65442466,-23.37328,-52.06545
98041371,-23.6236,-52.06501
94090670,-23.46895,-52.06494
66800978,-23.00474,-52.06192
90790499,-23.44762,-52.06145
48917087,-23.37352,-52.06106
38910357,-23.15254,-52.06016
75440873,-23.46819,-52.05836
87398729,-23.45642,-52.05774
102259178,-23.47447,-52.0572
103899081,-23.31772,-52.05591
57197172,-25.56952,-52.05334
22726675,-25623,-52.05304
30936640,-23.44519,-52.05293
21966230,-23.44205,-52.05214
98272055,-23.46609,-52.05159
97828831,-25.56903,-52.05078
44789742,-23.45867,-52.04937
98059661,-23.46585,-52.04927
45514666,-23.46439,-52.04921
61403539,-25.56082,-52.04897
16677412,-23.44171,-52.0489
46410430,-25.56434,-52.04885
76940543,-23.76216,-52.04597
45918856,-23.45854,-52.0457
102947066,-23.16189,-52.04555
15101797,-23.14753,-52.04542
56507844,-23.46931,-52.04542
77951174,-25.55986,-52.04537
95584102,-23.37782,-52.04481
41483596,-25.55951,-52.04477
95869433,-23.15074,-52.04414
94588210,-24.93836,-52.04399
63340046,-23.46213,-52.04134
36878685,-23.45975,-52.04058
80929834,-23.36793,-52.04031
104424184,-23.46104,-52.03943
104125020,-23.45323,-52.03903
96334797,-22.55926,-52.03884
68542267,-25.72132,-52.03821
51792397,-23.45783,-52.0365
70002380,-25.7221,-52.03646
78985633,-25.82492,-52.03535
92417965,-25.55342,-52.03391
52044661,-25.55464,-52.03305
34346007,-23.46742,-52.03266
92120369,-26.22529,-52.03214
64746267,-23.38317,-52.03213
45664943,-23.52679,-52.03045
78496500,-26.2196,-52.0304
66903351,-23.52546,-52.02973
61726214,-26.48411,-52.02961
63409070,-25.55276,-52.0295
89123875,-26.22018,-52.02944
104996340,-25.55246,-52.02919
79786979,-23.5222,-52.02911
66734347,-26.48499,-52.02821
98059874,-26.23761,-52.02758
55746560,-23.45641,-52.02751
49450336,-26.2488,-52.02692
95800638,-23.45595,-52.02679
95594370,-23.45574,-52.02592
102415013,-23.45671,-52.02521
83867406,-23.45661,-52.0249
92628796,-23.39573,-52.0247
42558948,-23.5113,-52.02387
87907046,-23.45713,-52.02387
29260493,-26.47735,-52.02386
83756787,-26.48059,-52.02364
69209570,-23.45594,-52.02354
96287349,-23.45704,-52.02352
31884806,-23.44572,-52.02348
102911509,-23.45613,-52.02327
63230151,-23.45607,-52.0231
80768261,-22.64275,-52.02297
99329077,-23.4456,-52.02273
89175921,-23.45589,-52.02263
91294690,-23.45782,-52.02229
73555193,-26.47658,-52.02224
75553015,-23.50864,-52.02197
45120021,-25.54594,-52.02185
26543150,-26.4777,-52.02155
68322470,-23.44475,-52.02138
96240997,-26.45137,-52.02089
94126593,-26.48027,-52.02051
63123819,-26.47791,-52.02004
96345616,-26.47707,-52.01893
58185500,-26.47556,-52.01852
92491251,-23.49177,-52.01777
43255230,-23.68094,-52.01703
52689980,-26.46556,-52.01589
50974378,-23.66929,-52.01576
43432085,-26.46433,-52.01559
96606738,-26.46345,-52.01527
99313154,-23.43067,-52.01464
98568957,-23.45317,-52.01391
27687147,-26494,-52.01319
93406487,-23.49342,-52.01314
91229421,-23.4552,-52.01313
56525230,-24.04605,-52.01311
47538635,-23.48036,-52.01311
92149332,-24.02564,-52.01265
63064685,-23.39069,-52.01223
41924592,-26.4629,-52.01156
31464670,-23.38724,-52.01101
80118534,-24.02923,-52.01079
78529778,-24.02894,-52.00994
76875911,-26492,-52.00944
100509096,-23.48003,-52.00933
47086360,-26.47046,-52.00904
99538717,-23.32258,-52.00892
49390341,-23.42407,-52.00851
82315140,-24.02835,-52.00849
97066044,-25.20526,-52.00832
36080489,-26.36912,-52.00772
30100011,-26.48201,-52.00705
19792190,-26.49287,-52.00688
75026031,-23.44905,-52.00684
66102332,-23.44834,-52.00608
38442361,-26.46606,-52.00602
36824313,-23.48553,-52.00591
76229360,-23.48498,-52.00574
29102766,-23.6662,-52.00491
30917190,-23.41945,-52.00486
68987137,-24.01661,-52.00472
99126630,-23.48354,-52.00472
92814093,-23.48453,-52.00458
49548905,-26.49046,-52.00453
76213587,-23.45256,-52.00446
61889512,-23.45273,-52.00431
36123951,-26.47349,-52.00418
93833075,-23.17403,-52.00417
46209972,-23.48429,-52.00395
80568491,-23.45809,-52.00388
69813728,-23.48187,-52.00366
69414793,-23.44529,-52.00355
90221818,-26.48535,-52.00311
45664013,-24.01581,-52.00282
19800851,-23.44796,-52.00267
35028181,-23.66578,-52.00243
31232086,-23.45621,-52.00212
94523738,-23.47797,-52.00208
100251145,-23.45831,-52.00191
48366277,-23.45818,-52.00181
33673152,-23.45417,-52.00165
100009425,-23.45062,-52.00138
45175730,-23.4767,-52.00124
102418330,-23.46239,-52.00102
48862932,-23.45646,-52.00091
41489632,-26.46799,-52.0009
21161186,-23.48316,-52.00088
49532413,-23.45377,-52.00033
92156738,-23.44592,-52.00022
49205269,-23.45715,-52.00018
82330948,-23.6657,-52.00016
46811427,-23.4497,-51.99986
94584583,-23.45356,-51.99981
29009057,-23.40972,-51.99971
103376690,-26.49,-51.99966
47050969,-23.47672,-51.99964
35733780,-23.46078,-51.9996
102952809,-23.4557,-51.99956
56874855,-26.48818,-51.99934
102820473,-23.45323,-51.99922
78402867,-23.45411,-51.99853
8086680,-23.47422,-51.99836
101411189,-26.47531,-51.99824
58132821,-23.44772,-51.99793
29948339,-26.49749,-51.99793
76226859,-23.4778,-51.99766
101347561,-23.47946,-51.99733
97423807,-23.45289,-51.9971
47582189,-23.45197,-51.99708
45677387,-23.45178,-51.99686
94809500,-26.51084,-51.99678
91747201,-23.45025,-51.99624
90069714,-23.47213,-51.99611
86208705,-23.45133,-51.99605
96222620,-23.44712,-51.99595
49885120,-26.48329,-51.99579
82930325,-23.4806,-51.99542
21059136,-23.4522,-51.99539
91403138,-23.44576,-51.99527
90204018,-26.46739,-51.99526
65748786,-23.44576,-51.99521
103139133,-23.46105,-51.99519
102011133,-23.46101,-51.99515
99003970,-26.46458,-51.99514
67256376,-23.48143,-51.99513
100047173,-23.48143,-51.99513
93470100,-23.46096,-51.99511
94365415,-23.46092,-51.99507
87598698,-23.48225,-51.99507
94457549,-26.48265,-51.99505
40750310,-23.40585,-51.99487
75965267,-26.46442,-51.99484
72555831,-26.48585,-51.99465
83219323,-23.47677,-51.99462
92575650,-23.6559,-51.99456
53940288,-23.45515,-51.99419
59657154,-23.45874,-51.99402
78527074,-23.4675,-51.99397
62461834,-26.50093,-51.99393
59487437,-23.44932,-51.99388
96063505,-23.23994,-51.99364
70879320,-23.36812,-51.99355
67964052,-23.46589,-51.99351
37809032,-23.45162,-51.99296
8086079,-23.45757,-51.99293
59933321,-23.46422,-51.99281
92574530,-23.48016,-51.99279
64975576,-26.48102,-51.99183
82121508,-23.45778,-51.9917
67096166,-23.4627,-51.99167
54423732,-23.45074,-51.99156
94126127,-26.48328,-51.99134
84273160,-23.44872,-51.9912
54450659,-23.44984,-51.99109
60167793,-26.48588,-51.99107
88676102,-23.46106,-51.99106
25904159,-23.44916,-51.99102
87909502,-23.46503,-51.99097
47866691,-26.48546,-51.99094
92009573,-23.46505,-51.99092
48991708,-26.48407,-51.99089
62792458,-23.45554,-51.99088
99954770,-23.46507,-51.99087
80272800,-23.45113,-51.99068
37314769,-23.45636,-51.99066
29678820,-23.45307,-51.99014
90046625,-23.41857,-51.99014
58362045,-23.45378,-51.98999
19652933,-26.51444,-51.98961
104896060,-26.35075,-51.98946
87189852,-23.41109,-51.98932
83741151,-23.46011,-51.98931
75206749,-23.41624,-51.98922
97378852,-23.45156,-51.98909
69792488,-23.45857,-51.98905
10411844,-26.4904,-51.98901
83141219,-26.48554,-51.98878
101071213,-23.41724,-51.98876
77517563,-22.83748,-51.98874
95867821,-23.45327,-51.98845
57170665,-23.41412,-51.9884
89727550,-23.4161,-51.98838
100825150,-23.41633,-51.9882
80405363,-23.4191,-51.9881
94905460,-23.41565,-51.98808
88605256,-23.41565,-51.98808
88585409,-23.4523,-51.98806
92137032,-23.41618,-51.98795
97494763,-23.45547,-51.98786
86595997,-23.45709,-51.9877
69513961,-23.45934,-51.98769
19452241,-23927,-51.98744
105036510,-23.47025,-51.98689
70794243,-25.60149,-51.98678
104054620,-23.41799,-51.98674
32443552,-23.40944,-51.98649
95796720,-23.41265,-51.98606
91652065,-23.4173,-51.98589
86328956,-23.41657,-51.98552
88633551,-23.41738,-51.98547
103762540,-23.44811,-51.98459
32595921,-23.64159,-51.98444
85865567,-26.51209,-51.98429
94596476,-26.47689,-51.98417
91608228,-23.41901,-51.9841
98801490,-23.6622,-51.98401
103939334,-23.41675,-51.98396
70871620,-23.40681,-51.98386
99973065,-23.45096,-51.98386
76970256,-23.41749,-51.9838
89044606,-23.43039,-51.98362
92194532,-23.93,-51.98361
76823903,-23.41167,-51.9832
73669466,-23.41759,-51.98311
73716030,-23.45361,-51.9831
91355443,-23.4216,-51.98309
99076691,-23.44962,-51.9827
97417394,-23.44916,-51.98266
99041383,-23.4471,-51.98254
64657167,-25.20987,-51.9825
39120198,-23.66219,-51.98248
78394511,-23.45042,-51.98228
59471271,-23.4423,-51.98216
60488280,-23.41778,-51.98216
101690428,-23.41289,-51.98214
76227502,-23.44704,-51.98211
73714402,-23.45282,-51.9821
92285546,-23.42067,-51.98207
75549662,-23.44798,-51.9819
95812180,-23.65367,-51.98188
72609508,-23.42649,-51.98184
83149430,-23.45278,-51.98178
96270071,-23.44709,-51.98161
19452977,-23.42897,-51.98143
74287583,-23.45405,-51.98132
39964272,-23.92184,-51.9812
10465723,-26.48542,-51.98108
27220184,-26.49929,-51.98101
59042974,-22.82514,-51.98015
46459251,-23.42783,-51.98011
98942476,-23.42744,-51.97984
92287891,-23.45322,-51.97975
83276351,-23.42113,-51.97975
86991671,-23.4229,-51.9797
97274313,-23.45481,-51.97957
45412243,-23.4388,-51.97956
80572936,-23.44023,-51.97943
68133707,-23.42692,-51.97925
101634790,-23.41912,-51.97921
88068501,-23.42085,-51.97896
82736286,-23.42047,-51.97893
41473540,-23.42336,-51.97893
92842933,-23.4538,-51.97873
86207563,-26.50015,-51.97869
97284831,-23.42031,-51.97863
67107168,-23.42191,-51.97856
103158430,-23.42463,-51.97832
70016933,-23.41489,-51.97811
46054537,-26.49721,-51.97799
70932158,-23.42321,-51.97752
92438156,-23.45474,-51.97749
101931743,-23.40116,-51.97748
55742130,-23.43487,-51.97747
71241272,-23.42239,-51.97746
102450196,-23.42296,-51.97688
47892846,-23.45604,-51.97683
55872336,-23.42391,-51.97662
63071487,-23.42682,-51.97625
41958276,-22.83793,-51.97621
8086346,-23.43378,-51.9762
78225450,-23.42834,-51.97612
64988902,-23.45428,-51.97601
94563772,-23.38929,-51.9755
97230456,-23.42046,-51.97517
38867419,-23418,-51.97512
101843232,-23.42158,-51.97505
23553669,-23.42609,-51.97475
15412946,-22.83734,-51.97474
22071261,-22.83827,-51.97435
94159041,-23.4488,-51.97413
45661928,-23.41985,-51.9741
71405801,-23.42783,-51.97405
91796270,-23.45688,-51.97384
49844563,-22.84824,-51.97377
93181108,-23.42601,-51.97371
64148165,-23.41804,-51.97359
92912753,-23.55463,-51.97347
71513370,-22.82677,-51.97326
57514623,-23.42897,-51.97265
72524600,-22.82699,-51.97192
22444149,-23.4171,-51.97177
100106358,-23.39799,-51.97172
96491426,-26.4999,-51.97166
88671313,-23.42889,-51.97141
54295238,-22.85504,-51.97118
19330332,-23.54786,-51.97117
89044274,-23.39627,-51.97106
100028918,-23.42398,-51.97097
104783958,-23.4247,-51.97075
98050761,-23.6298,-51.97071
73504521,-23.4265,-51.97058
88679675,-23.42992,-51.97056
61692956,-23.42848,-51.97054
28091701,-26.49794,-51.97029
85621978,-23.42195,-51.9698
88290913,-23.42191,-51.96977
87935660,-23.42186,-51.96974
87729121,-23.42182,-51.96971
87953609,-23.42177,-51.96968
88637808,-23.42173,-51.96965
87932130,-23.42168,-51.96962
88431592,-23.42181,-51.96951
88291162,-23.42176,-51.96948
80680852,-23.41862,-51.96935
52300242,-23.41044,-51.96926
102031339,-22.8136,-51.96864
81266782,-23.42269,-51.96855
21059128,-23.39702,-51.96679
31640427,-22.62541,-51.96678
60847123,-25.66766,-51.96649
38326213,-23.41822,-51.96647
78661544,-23.41996,-51.96622
15412962,-22.83885,-51.96615
37131281,-23.43249,-51.96571
45842590,-23.39609,-51.96566
91757878,-23.40401,-51.96544
72933356,-23.45661,-51.96537
61042552,-23.42637,-51.96522
97163775,-23.38784,-51.96494
66868475,-23.41835,-51.96464
80741169,-23.43419,-51.9645
37131079,-23.42256,-51.96329
102740810,-23.44702,-51.96274
96366753,-23.40299,-51.96272
104868490,-23.42518,-51.96263
15412970,-22.83989,-51.96257
89522389,-25.74728,-51.96231
83952780,-23.42513,-51.96208
104815590,-23.39537,-51.9612
94233691,-23.43735,-51.96095
21797676,-23.43727,-51.96094
95755411,-23.43909,-51.96091
103025618,-23.42195,-51.96075
77333403,-23.40188,-51.96056
100916988,-23.44204,-51.96043
93028814,-23.45778,-51.96022
8084661,-23.42839,-51.96003
38316714,-23.43634,-51.96
101083203,-23.38025,-51.95992
34945989,-23.42737,-51.95978
94245851,-23.40203,-51.95955
19452870,-23.4762,-51.95954
95675540,-23.4281,-51.95948
39806480,-23.43682,-51.95934
68379536,-23.42572,-51.95921
98193210,-23.35558,-51.95898
76211673,-23.40226,-51.95888
75032350,-22.82701,-51.95856
84872314,-23.38405,-51.95855
68541872,-25.64357,-51.95809
84214473,-23.39966,-51.95791
61325325,-23.40261,-51.95777
98437100,-23.45802,-51.95739
68067658,-23.41598,-51.95707
68135580,-23.4459,-51.95684
104491680,-23.46013,-51.95679
68415850,-23.40787,-51.9567
8084521,-23.42304,-51.9567
8084491,-23.42491,-51.95669
75819686,-23387,-51.95655
92561306,-23.43631,-51.95649
29902592,-23.40106,-51.95635
77809777,-23.41321,-51.95633
91473586,-23.39907,-51.95633
99491680,-23.41321,-51.95633
87504618,-23.39862,-51.95631
88679683,-23.41321,-51.95621
44792166,-23.47383,-51.95604
89419928,-23.38322,-51.95602
98584910,-23.44272,-51.95588
90305841,-23.44,-51.95582
98716492,-23.41437,-51.95565
62049046,-23.39643,-51.95558
85316431,-23.44486,-51.95556
76106039,-23.44682,-51.95554
49719068,-23.39949,-51.95548
85784087,-23.42796,-51.95537
71338713,-23.44006,-51.95514
90176677,-23.41277,-51.95493
92371370,-23.44499,-51.95462
34083375,-23.42327,-51.9546
105060038,-23.44461,-51.95451
92161405,-23.42274,-51.95438
39422470,-23.40415,-51.95432
8084483,-23.42498,-51.95412
44483147,-23.45246,-51.95404
74853899,-23.43296,-51.95396
73629707,-23.42311,-51.95389
91886953,-23.4276,-51.9533
50229842,-23.42397,-51.95259
29487552,-23.41865,-51.9525
92471374,-25.22717,-51.95241
7480849,-23.42051,-51.95239
101426186,-23.38942,-51.95197
46732268,-22.93123,-51.95187
79454186,-23.4273,-51.95172
37208489,-23.01399,-51.95168
96955961,-23.43036,-51.95162
41619595,-23.4229,-51.95155
41624084,-23.45936,-51.9515
95980679,-23.47007,-51.95134
95850643,-23.43784,-51.95118
98593153,-23.0136,-51.95116
37085549,-25.45975,-51.95107
99665913,-23.09392,-51.95102
72698098,-23.42446,-51.95089
61481467,-23.48764,-51.95059
7481128,-23.4201,-51.95056
100741789,-23.39394,-51.95053
78686784,-23.38833,-51.95029
82473854,-23.42388,-51.95025
46473041,-23.4203,-51.95022
87385767,-23.42635,-51.94998
69872082,-23.42198,-51.94991
98312090,-23.42249,-51.94969
58099557,-23.42525,-51.94968
62620363,-23.42556,-51.94939
103771646,-23.42025,-51.94934
99322838,-23.42171,-51.94916
100945244,-23.41917,-51.94906
88672727,-23.42057,-51.94854
37695797,-23.42255,-51.94788
98252631,-24.4363,-51.94785
98055313,-23.3941,-51.94781
7512023,-23.42749,-51.94779
36072605,-23.40782,-51.94767
85009300,-23427,-51.94765
44316933,-23.42178,-51.94764
81906722,-23.40738,-51.94748
8084637,-23.43505,-51.94747
73726974,-23.42374,-51.94746
100598633,-23.40261,-51.94739
57798427,-23.39399,-51.94737
79055222,-23.42206,-51.94716
21573883,-23422,-51.94714
58133330,-23.39057,-51.94696
95940715,-23.37199,-51.94688
97588954,-23.45885,-51.94687
69493588,-23.42539,-51.9466
82987050,-23.42164,-51.94645
98105213,-23.4196,-51.9462
45352526,-23.41873,-51.94608
53033973,-23.02649,-51.94594
83930353,-23.42475,-51.94589
97758698,-23.38441,-51.94586
104460628,-23.37808,-51.94578
39729486,-23.40713,-51.94563
103243224,-23.46002,-51.94557
97057800,-23.37128,-51.94541
100889689,-23.37783,-51.94497
52935477,-23.42296,-51.94482
87653044,-23.4251,-51.94427
102438749,-23.37684,-51.94425
81944780,-23.42419,-51.94423
94975710,-23.4178,-51.94408
100704000,-23.37314,-51.94408
38843307,-23.42015,-51.94388
27949362,-23.00407,-51.94377
21573875,-23.42134,-51.94366
93002092,-23.4162,-51.94363
101350180,-23.44966,-51.94363
41401794,-23.41742,-51.94361
99760223,-23459,-51.94338
88784444,-23.41174,-51.94325
65457609,-23.42026,-51.9429
73453293,-23.04229,-51.94282
19452861,-23.47408,-51.9427
98633899,-23.41964,-51.94268
98791184,-23.41743,-51.94267
92126456,-23.41395,-51.94257
100447236,-23.41794,-51.94256
37720236,-23.42758,-51.94214
88674452,-23.4192,-51.94208
99042843,-23.42484,-51.94207
97184241,-23.42248,-51.94184
89107888,-23.42248,-51.94184
53405609,-23.42034,-51.9418
81319959,-23.41742,-51.94177
32110650,-23.41319,-51.94173
20200390,-23.41609,-51.94163
68284632,-23.41214,-51.94155
91301963,-24.44357,-51.9415
101074000,-23.39515,-51.94145
93272740,-23.41745,-51.94121
72431270,-23.41618,-51.94108
95237070,-23.31199,-51.94098
79717004,-25.6949,-51.94092
84755105,-23.41178,-51.94091
46350861,-23.42203,-51.94076
65955170,-23.42417,-51.94054
79010458,-23.41874,-51.94054
93502826,-23.39478,-51.94054
79139094,-23.41702,-51.94052
25164600,-23.42055,-51.94047
44193467,-23.42495,-51.94044
91343259,-23.41839,-51.94043
59620498,-23.42051,-51.94031
71269967,-23.41176,-51.94025
8084190,-23.41213,-51.93994
47854197,-23.41213,-51.93994
45031568,-23.4242,-51.93967
68181353,-23.42536,-51.93962
97683086,-23.37512,-51.93962
19452829,-23.44056,-51.9396
103927425,-23.37067,-51.93956
8086451,-23.44691,-51.9395
81225687,-23.41796,-51.93949
101113404,-23.41791,-51.93948
22015876,-23.42217,-51.93944
70916233,-23.42298,-51.93942
68870680,-23.41764,-51.93942
63954192,-23.41759,-51.93941
101545444,-23.41752,-51.9394
25511726,-23.42157,-51.9394
8084769,-23.42052,-51.93932
56253206,-23.42157,-51.93924
21725896,-23.41303,-51.93921
98978802,-23.41603,-51.9391
60058153,-23.4195,-51.93895
66760828,-23.42297,-51.93889
97885509,-23.45942,-51.93881
51731240,-23.42254,-51.9388
34083383,-23.42177,-51.93867
99066254,-23.44392,-51.93856
8085935,-23.41201,-51.93836
30315867,-23.42801,-51.93799
97428663,-23.43173,-51.93799
88679616,-23.3812,-51.93766
98923650,-23.4267,-51.93763
87493039,-23.4267,-51.93763
84153563,-23.42264,-51.9376
95915761,-23.42017,-51.93746
93391765,-23.37686,-51.93746
47374365,-23424,-51.93744
31446515,-23.42447,-51.93734
93564457,-23.41604,-51.93733
8084831,-23.42164,-51.93714
100684734,-23.42446,-51.93713
92683681,-23.42794,-51.93708
44783396,-23.42401,-51.93706
96293993,-23.4631,-51.93692
47682167,-23.41229,-51.93691
22171835,-23.4226,-51.93691
70558523,-23.42764,-51.93683
8085013,-23.42525,-51.93676
70299471,-23.42341,-51.9367
82970912,-23.41655,-51.9364
104574453,-23.45954,-51.93637
45973113,-23.41694,-51.93624
68179014,-23.42521,-51.93621
24089710,-23.42615,-51.93617
96099321,-23.46331,-51.93603
103827234,-23.41618,-51.93584
44324928,-23.43285,-51.93579
19452802,-23.42266,-51.93577
88759970,-23.42018,-51.93575
69371695,-23.4305,-51.93572
8084939,-23.42304,-51.93568
68343620,-23.43219,-51.93538
73671339,-23.45986,-51.93537
49274813,-22.98983,-51.93532
85416886,-23.4119,-51.9353
65025156,-23.41635,-51.93508
102241902,-23.41616,-51.93466
46452443,-23.41616,-51.93458
8084700,-23.42023,-51.93453
66364973,-23.4227,-51.93429
62781510,-23.46002,-51.93426
55389325,-23.42072,-51.93424
27557871,-23.41964,-51.93419
55320163,-23.42411,-51.93394
104431865,-23.41606,-51.93392
91611776,-23.42016,-51.93386
100812740,-23.41881,-51.93375
98417630,-23.4207,-51.93359
42533813,-22.99237,-51.93343
85925543,-23.41839,-51.93341
20109520,-23.40475,-51.93326
88675050,-23436,-51.93305
103457895,-23.43689,-51.93295
18621694,-25.78354,-51.93291
49758810,-23.42057,-51.93284
85429392,-23.41151,-51.93276
63226588,-23.41571,-51.93274
66964474,-23.41918,-51.93272
63031159,-23.4191,-51.93272
79875203,-23.41868,-51.93272
86276697,-23.4186,-51.93272
68051131,-23.41876,-51.93272
62224514,-23.41925,-51.93272
67208126,-23.41885,-51.93272
20109512,-23.42169,-51.93258
70867372,-23.41957,-51.93254
88750558,-23.46082,-51.93249
26275287,-23.45881,-51.93244
63994607,-23.4233,-51.93243
80033067,-23.42256,-51.93227
28092228,-23.38041,-51.93225
53573749,-23.45653,-51.93219
79252621,-23.41957,-51.93217
82524963,-23.41748,-51.93215
104471816,-23.41957,-51.93202
99184010,-23.43836,-51.93199
72937769,-23.43078,-51.93169
44923678,-23.30342,-51.93169
75947609,-23.44616,-51.93166
91844347,-23.41868,-51.9315
91725275,-23.41868,-51.9315
68159200,-23.46115,-51.93148
95235540,-23.41861,-51.93145
65666852,-23.38736,-51.93142
90446640,-23.41732,-51.9313
93953143,-23.41733,-51.93121
92653944,-23.4126,-51.93102
98892908,-23.45664,-51.93102
92051715,-23.44081,-51.93073
64263436,-23.44007,-51.93061
60059273,-23.46098,-51.93032
57471908,-23.4193,-51.92998
62799401,-23.4588,-51.9299
91773539,-23.43441,-51.92964
88579735,-23.42186,-51.92959
100987036,-23.43476,-51.92941
63943590,-23.41309,-51.92934
41095081,-23.42194,-51.92929
29487560,-23.44479,-51.92928
33599947,-23.4018,-51.92918
68386230,-23.41543,-51.92902
92659330,-23.47461,-51.92893
73377112,-23.39827,-51.92892
96492180,-23.43416,-51.92854
53714520,-25.77689,-51.92798
88679624,-23.39943,-51.92752
89624025,-23398,-51.92726
8086753,-23.3945,-51.92711
97710911,-23.41855,-51.92699
102617368,-23.42788,-51.92695
95122451,-23.45383,-51.92686
93431848,-23.4204,-51.92684
99057611,-23.41861,-51.92682
92855512,-23.43678,-51.92681
92756239,-23.41753,-51.9268
99057794,-23.41866,-51.92663
103143246,-23.4154,-51.92662
68187220,-23.42506,-51.92651
88726274,-23.41872,-51.92648
73365025,-23.41871,-51.92581
102160899,-23.45318,-51.92571
69498202,-23.4215,-51.9256
92180353,-23.42042,-51.9248
42060583,-23.45356,-51.92479
19452900,-23.41048,-51.92462
44481152,-23.42121,-51.92448
21071152,-25.61143,-51.92423
76880800,-23.41069,-51.92388
91321760,-23.41729,-51.92375
45079315,-23.41873,-51.92357
100237223,-23.4628,-51.9232
77489845,-23.45188,-51.92318
84777117,-23.41242,-51.92316
88961338,-23.41489,-51.92309
101390300,-23.41782,-51.92304
86064576,-23.42141,-51.92274
102611610,-23.41654,-51.92255
96169915,-23.46577,-51.92251
92315356,-23.41877,-51.92225
96858524,-23.41549,-51.92215
96858370,-23.41549,-51.92215
26178230,-23.42402,-51.92192
67194877,-23.41791,-51.92176
8085285,-23.44158,-51.92175
