UC,LATITUDE,LONGITUDE
94711542,-23.31369,-51.2218
103802193,-23.2947,-51.22173
103942963,-23.2786,-51.22159
13028812,-23.68342,-51.22141
98449990,-26.17136,-51.22137
61615072,-23.29464,-51.22121
5331650,-23.33912,-51.22112
41932510,-23.89888,-51.22075
89391489,-23.28036,-51.22062
42418585,-23.29122,-51.22056
97195383,-23.30728,-51.22038
88872815,-23.29645,-51.22029
94035342,-23.29667,-51.2202
5330459,-23.29405,-51.21966
90924878,-23.90433,-51.21965
98956094,-26.16281,-51.2196
21398739,-23.29413,-51.21942
50074016,-23.29152,-51.21939
67477720,-23.29446,-51.21899
92131859,-23.2969,-51.21873
93311702,-23.31983,-51.21843
104488344,-23.28825,-51.21837
7385021,-23.28912,-51.21823
78587956,-23.27734,-51.21801
39918467,-23.7647,-51.21788
94983674,-23.29875,-51.21783
7385013,-23.28534,-51.2175
45743495,-23.28481,-51.21729
70848556,-23.90389,-51.21711
59058170,-23.28197,-51.21675
93595921,-22.95833,-51.21663
46888381,-22.96666,-51.21621
47707011,-23.30924,-51.21616
84296070,-23.31672,-51.2149
49543032,-23.27825,-51.21488
86691325,-23.29846,-51.2133
89271580,-23.29024,-51.21288
65411269,-25.87109,-51.21254
96124385,-23.31522,-51.21253
26176343,-23.27743,-51.21251
65654560,-23.35318,-51.21223
21731470,-23.31818,-51.21206
84924543,-23.2944,-51.21195
95133305,-23.28467,-51.21182
53806573,-23.29453,-51.21155
93688741,-23.29181,-51.21094
83004513,-23.68868,-51.21089
51529947,-23.29836,-51.21089
60841613,-23.27597,-51.21034
98948172,-23.3149,-51.21018
45131252,-23.28177,-51.20986
7384904,-23.31603,-51.20983
35325585,-23.29539,-51.20979
95962042,-23.28796,-51.20951
49648659,-23.28773,-51.20896
87237350,-23.27471,-51.2088
45412790,-23.27742,-51.20871
82443475,-23.29265,-51.2087
69892342,-23.28576,-51.20859
97728268,-23.28783,-51.20857
92101933,-23.28846,-51.2085
49182455,-23.27908,-51.20849
87483190,-23.28317,-51.20832
65715381,-23.35566,-51.2083
39810399,-23.28571,-51.20829
91598834,-23.9044,-51.20816
38405210,-23.28987,-51.20806
55475418,-23.28177,-51.20805
75847779,-23.28397,-51.20803
33637547,-23.2917,-51.20799
92444199,-23.28269,-51.20783
64039374,-23.3488,-51.20753
92359353,-23.28472,-51.2075
82228060,-23.28092,-51.20721
70161615,-23.28048,-51.20685
76488837,-23.27888,-51.20679
5330785,-23.28048,-51.20677
97056820,-23.28648,-51.20668
104391421,-23.28162,-51.2064
51949300,-23.29621,-51.20626
40611914,-23.28666,-51.20622
82853851,-23.89593,-51.20582
35248289,-23.19337,-51.20551
51521253,-22.96999,-51.20542
87060884,-23.28495,-51.20518
74541404,-23.29757,-51.20513
100588549,-23.31041,-51.20412
91029279,-23.29393,-51.20353
5330351,-23.30489,-51.20338
14862336,-23.20642,-51.20332
43443141,-23.30962,-51.20332
95407871,-23.28918,-51.2033
80700764,-23.34457,-51.20276
89290542,-23.12136,-51.20259
13028855,-23.60665,-51.20212
45397708,-23.19713,-51.20201
69962340,-23.29694,-51.20197
5330874,-23.29696,-51.20178
96686022,-23.32151,-51.20154
85863858,-22.99889,-51.20131
97760340,-23.28368,-51.20077
98600176,-23.29783,-51.20031
92160743,-23.36187,-51.20026
55570925,-23.28855,-51.20015
5330300,-23.30643,-51.19982
23078758,-22.99862,-51.19948
61388866,-23.29866,-51.19885
104672234,-23.31284,-51.1988
99589761,-23.28415,-51.19791
88452980,-23.3036,-51.19743
7384920,-23.32333,-51.19726
54929288,-23.29697,-51.19681
62904671,-23.36661,-51.19597
104084383,-22.99381,-51.19541
33348260,-23.29908,-51.19536
71774351,-23.30065,-51.19519
55168159,-23.01131,-51.19511
94012784,-23.30228,-51.19498
28269357,-23.28609,-51.19415
104813202,-23.29942,-51.19401
96570156,-23.18474,-51.19385
12381519,-23.00709,-51.1938
84739720,-23.30172,-51.19378
21039917,-23.30097,-51.19322
19452667,-23.35669,-51.1932
88846040,-23.01089,-51.19307
86944070,-23.32091,-51.19282
31280293,-22.99946,-51.19256
96670800,-23.33726,-51.19249
63360489,-23.29953,-51.1923
78337453,-23.00562,-51.19214
102096651,-23.29846,-51.19214
49205285,-23.29993,-51.19213
91664853,-23.00041,-51.19191
5331676,-23.36373,-51.19191
5331234,-23.3251,-51.19182
68408056,-26.03506,-51.19168
104158727,-23.29866,-51.19144
95722351,-23.29728,-51.19102
65551150,-23.29952,-51.19055
67411037,-23.29936,-51.19037
75364395,-23.59066,-51.19025
101697902,-23.32212,-51.19004
102317020,-23.32268,-51.18993
92700667,-23.29829,-51.18991
79869262,-23.32588,-51.18978
76144615,-23.30158,-51.18975
60414103,-23.30095,-51.1897
97891215,-23.34367,-51.18956
76191907,-22.99809,-51.1895
74888609,-23.30111,-51.18919
86885529,-23.34595,-51.18885
86373137,-23.29903,-51.18864
81063482,-23.30021,-51.18796
85549622,-23.35621,-51.18785
77776500,-23.26102,-51.18767
94032491,-23335,-51.18765
22636692,-23.34048,-51.18736
86125850,-23.3009,-51.18724
71030999,-23.33524,-51.18714
44984030,-23.29994,-51.18708
88225240,-23.30138,-51.18672
49747878,-23.29964,-51.18658
20189990,-23.34271,-51.18619
23486082,-23.34262,-51.18618
85384950,-23.34257,-51.18618
68507356,-23.34266,-51.18618
67630766,-23.34262,-51.18618
97102709,-23.34266,-51.18618
66826098,-23.34248,-51.18617
58839623,-23.34253,-51.18617
52681084,-23.34244,-51.18617
20232926,-23.34239,-51.18617
80994890,-23.34239,-51.18617
93413912,-23.34277,-51.18617
62193465,-23.34234,-51.18616
78133319,-23.34228,-51.18616
79279813,-23.34223,-51.18616
5329892,-23.30028,-51.18597
95178775,-23.33718,-51.18596
95013059,-23.33769,-51.1859
20631448,-23.29252,-51.1858
71776460,-23.31678,-51.1857
91657962,-23.30121,-51.18539
38036568,-23.30112,-51.18533
83608800,-23.33582,-51.18489
98750399,-23.27177,-51.18481
84608650,-23.30088,-51.18425
92753787,-23.91259,-51.18423
33209979,-23.30141,-51.1842
88653935,-23.32102,-51.18397
52835898,-23.34957,-51.18377
52838099,-23.34957,-51.18377
95409009,-23.33189,-51.18353
31437044,-23.30063,-51.18345
23463198,-23.19044,-51.18335
35095679,-23.33613,-51.18334
99754410,-23.26112,-51.18329
103791787,-23.33326,-51.1832
89371585,-23.30166,-51.18316
94451010,-23.33397,-51.18315
48299316,-23.34028,-51.18299
77525922,-23.32253,-51.18286
100612431,-23.33025,-51.18279
70814406,-23.91241,-51.18265
50144413,-23.34089,-51.18262
91294061,-23.33665,-51.18216
90793587,-23.33665,-51.18216
99985780,-23.2924,-51.18212
76949915,-23.33605,-51.18185
100327532,-23.33033,-51.18175
105698237,-23.33363,-51.18156
5330190,-23.30447,-51.18145
98424599,-23.32956,-51.18145
32010893,-23.30221,-51.18142
13028839,-23.61021,-51.1814
102820210,-23.33293,-51.18138
96175184,-23.34871,-51.18136
98882139,-23.34686,-51.18134
66230063,-23.34456,-51.18127
78285216,-23.33535,-51.18113
92219489,-23.26153,-51.18076
91894026,-23.32617,-51.18065
95492909,-23.33013,-51.18052
94599734,-23.29301,-51.18046
92725430,-23.32663,-51.18031
40504077,-23.25348,-51.18031
84362391,-23.78391,-51.18026
38075288,-23.30311,-51.18024
74552562,-23.32094,-51.17989
95668250,-23.3333,-51.17978
98197959,-23.33179,-51.17971
56712324,-23.29251,-51.17969
102245460,-23.3316,-51.17968
102058270,-23.32691,-51.17963
100484050,-23.32758,-51.17953
73814059,-23.30068,-51.17944
103060936,-26.27876,-51.17936
99864347,-23.33194,-51.17935
92434819,-23.30481,-51.17927
83408657,-23.03452,-51.17921
87295130,-23.30518,-51.17914
76031640,-23.33552,-51.17897
90053826,-23.30187,-51.17887
98799096,-23.29807,-51.17872
93826362,-23.33254,-51.17865
97856681,-23.33576,-51.1786
68988630,-23.32619,-51.1786
77177347,-23.30332,-51.17858
43250246,-23.30209,-51.17849
55915850,-23.28419,-51.17832
41368665,-23.31097,-51.17829
61002356,-23312,-51.17827
88224791,-23.30939,-51.17822
99299046,-23.32906,-51.17819
99404850,-23.32925,-51.17819
101227507,-23.3294,-51.17819
100065627,-23.32933,-51.17819
79907245,-23.30967,-51.17784
104658029,-23.33105,-51.17773
84768975,-23.33007,-51.17772
98872770,-23.32958,-51.1777
89970845,-23.31717,-51.17765
99593122,-26.27175,-51.17761
95360018,-23.32829,-51.17759
95703110,-23.32718,-51.17753
52970515,-23.34523,-51.1775
96724811,-23.28406,-51.17737
92419313,-23.33619,-51.1772
73519987,-23.3215,-51.17711
97153320,-26.27366,-51.17705
95131930,-23.33594,-51.17697
100337201,-23.33594,-51.17697
96039868,-23.33497,-51.17697
80285473,-23.31387,-51.17691
104467304,-23.32054,-51.17681
96922966,-23.33553,-51.17681
63825422,-23.31794,-51.17676
83946586,-23.36284,-51.17668
79064450,-23.34594,-51.17663
99543842,-23.28403,-51.17659
93754841,-23.30869,-51.17653
43188974,-23.31191,-51.17645
80584950,-23.30867,-51.17644
100227813,-23.33224,-51.17634
91858194,-23.37945,-51.1763
73204196,-23.30238,-51.17623
100684343,-23.33455,-51.17599
103881379,-23.06059,-51.17578
103008012,-26.16222,-51.17564
91689147,-23.33755,-51.17545
69638691,-23.2227,-51.17528
14793598,-23.87982,-51.17523
98927183,-23.26716,-51.17513
49149504,-23.30114,-51.17513
95481249,-23.32912,-51.17503
98904507,-23.26084,-51.17499
95263780,-23.33391,-51.17483
5331170,-23.37027,-51.17473
72688726,-23.31121,-51.17464
104186720,-23.33209,-51.17434
100452086,-23.31111,-51.17418
91598850,-23.33276,-51.17413
68855443,-23.30185,-51.17401
69809526,-23.3359,-51.17397
83288414,-23.33519,-51.1737
96190248,-23.33083,-51.17357
93117108,-23.34466,-51.1735
100234488,-23.33325,-51.17339
67557236,-23.30486,-51.17327
47389010,-23.30162,-51.17313
80716814,-23.29558,-51.17306
103031634,-23.29141,-51.17297
102890005,-23.28777,-51.1729
40521613,-23.28801,-51.17286
80894585,-23.29078,-51.17277
65555414,-23.32467,-51.17276
80894968,-23.2905,-51.17276
35488441,-23.18907,-51.17275
27546489,-23.29925,-51.17265
41096495,-23.28071,-51.17249
66609119,-23.30794,-51.17242
91793203,-23.55144,-51.17226
95623400,-23.54998,-51.17221
82653925,-23.28524,-51.17214
69063974,-23.30525,-51.17211
35254548,-23.28966,-51.17205
59090731,-23.31786,-51.17201
26887673,-23.31786,-51.17201
45746176,-23.28518,-51.17174
75469871,-23.2957,-51.17172
101778775,-23.34403,-51.17148
19452632,-23.31182,-51.17145
82516812,-23.28971,-51.17136
19453639,-23.13682,-51.17118
96479493,-23.28134,-51.17115
68175450,-23.31742,-51.17113
94412561,-23.34382,-51.17098
69267561,-23.27077,-51.17095
71859314,-23.30693,-51.17088
21374090,-23.18889,-51.17086
101502753,-23.3001,-51.17082
60256095,-23.31368,-51.17078
40252248,-23.30388,-51.1707
89068106,-23.29386,-51.17052
40184188,-23.24428,-51.1703
50710206,-23.30303,-51.17009
99623668,-23.30333,-51.17002
99983770,-23.27114,-51.16987
67917283,-23.26138,-51.1698
44610998,-23.3053,-51.16977
38298279,-23.29118,-51.16967
88604519,-23.31966,-51.16962
4822862,-23.30366,-51.1696
96285621,-23.32806,-51.16956
57995346,-23.2886,-51.1695
93898959,-23.28986,-51.16946
90606990,-26.19245,-51.16934
83796258,-23.31841,-51.16933
101617143,-23.34149,-51.16923
93923333,-23.29101,-51.16915
93870566,-23.29073,-51.16906
32365411,-23.28897,-51.16887
73673218,-23.34856,-51.16856
70992924,-23.3309,-51.1685
101347154,-23.12663,-51.16848
47148284,-23.29495,-51.16847
39333000,-23.32728,-51.16843
99946696,-23.13441,-51.16841
44812116,-23.29252,-51.1684
75961067,-23.30913,-51.16808
99322153,-23.33284,-51.16797
61204374,-23.33464,-51.16793
51741377,-23.32234,-51.16783
73869171,-23.31269,-51.16779
99640805,-23.33528,-51.16775
57821003,-23.31174,-51.16775
61624918,-23.31169,-51.16775
38168430,-25.3097,-51.1676
69035857,-23.30977,-51.1676
34745718,-23.28925,-51.1675
81073143,-23.2914,-51.16713
56959931,-23.32423,-51.16711
101439300,-23.3132,-51.16702
75870584,-23.32104,-51.16692
77350570,-23.31494,-51.1669
71459561,-23.30278,-51.16689
61831891,-23.32147,-51.16673
99111756,-23.33381,-51.16671
104134631,-23.31973,-51.16668
71136568,-23.32197,-51.16667
83407812,-23.29325,-51.16662
72686677,-23.30914,-51.16662
90814940,-23.29875,-51.1665
71733868,-23.31226,-51.16644
73476366,-23.28856,-51.16641
20587147,-23.30976,-51.16634
40565602,-23.29525,-51.16611
29481457,-23.31227,-51.16601
35100508,-23.30462,-51.16598
36123498,-23.30868,-51.16595
43085270,-23.31203,-51.16595
84341181,-23.31115,-51.16594
5330122,-23.32845,-51.16591
76186539,-23.30999,-51.16587
77716310,-23.31032,-51.1658
59358904,-23.31032,-51.1658
23683910,-23.31191,-51.16572
44028334,-23.31679,-51.16567
44806060,-23.29329,-51.16557
95188410,-23.29255,-51.16551
101270313,-23.36945,-51.16551
69044821,-23.30834,-51.16535
5328438,-23.30751,-51.16535
66828074,-23.31195,-51.16534
5329140,-23.3211,-51.16529
86655183,-23.31149,-51.16525
73834254,-23.31751,-51.16505
70059470,-23.31784,-51.16505
93027117,-23.35106,-51.16475
70617767,-23.34784,-51.1647
67474837,-23.32183,-51.16446
89347641,-23.30842,-51.16428
39678890,-23.31189,-51.16419
69059870,-23.31077,-51.16413
91304695,-23.38645,-51.16412
50174835,-23.41808,-51.16405
5328624,-23.31287,-51.16392
95221719,-23.34151,-51.16382
57757690,-23.29995,-51.16353
92434070,-23.30245,-51.16351
52601005,-23.29246,-51.16337
78975204,-23.32671,-51.16334
98918940,-23.3175,-51.16306
66190193,-23.3207,-51.16302
5328764,-23.31955,-51.16288
47549360,-23.31054,-51.16286
96760591,-23.32389,-51.16284
86654373,-23.31105,-51.16262
65787617,-23.32604,-51.16257
59169800,-23.34441,-51.16239
99173379,-23.30865,-51.16238
70461848,-23.3356,-51.16226
46138307,-23.31557,-51.16221
93318707,-23.3249,-51.16219
44768273,-23.30031,-51.16219
84661879,-23.32011,-51.16217
39654419,-23.32326,-51.16214
101193173,-23.29813,-51.16213
76733491,-23.2933,-51.16209
25156845,-23.31105,-51.16208
25962418,-23.31084,-51.16207
98545477,-23.32487,-51.16182
76022587,-23.32514,-51.16181
99234840,-23.30806,-51.16181
5328802,-23.31421,-51.16176
63723549,-23.30754,-51.16172
20330200,-23.31162,-51.16169
76917738,-23.31369,-51.16168
91956420,-23.32543,-51.16164
69770956,-23.31044,-51.16162
81063156,-23.30929,-51.16158
5328500,-23.30832,-51.16126
19452624,-23.31349,-51.16119
40323951,-23.32013,-51.16108
64486877,-23.31348,-51.16107
64487733,-23.31348,-51.16107
64487369,-23.31348,-51.16107
94043922,-23.32441,-51.16105
7385064,-23.35492,-51.16101
104744499,-23.31067,-51.16089
102480770,-23.31067,-51.16089
33554366,-23.32476,-51.16087
69104514,-23.32324,-51.16086
43492460,-23.3124,-51.16065
93934661,-23.32487,-51.16064
50362640,-23.31182,-51.16058
60847506,-23.32695,-51.16052
98683420,-23.30967,-51.16041
98580035,-23.30967,-51.16041
25962426,-23.31063,-51.16037
67821952,-23.31136,-51.16035
68554559,-23.31454,-51.16035
77874056,-23.26044,-51.16029
5329183,-23.32063,-51.16025
72179775,-23.29325,-51.16015
5328381,-23.30375,-51.16013
50237020,-23.31061,-51.15999
45846707,-23.32012,-51.15982
71801251,-23.31569,-51.15976
66744423,-23.31013,-51.15966
64190820,-23.30649,-51.15962
43046002,-23.26071,-51.15939
5328373,-23.30544,-51.15935
91949408,-23.31567,-51.15931
51959054,-23.30244,-51.15924
59598182,-23.31076,-51.15918
68996390,-23.32442,-51.15907
5328969,-23.31526,-51.15904
79784771,-23.32758,-51.15886
37697161,-23.31124,-51.1588
31480683,-23.31187,-51.15879
88681955,-23.31167,-51.15875
5328977,-23.31371,-51.15874
51353423,-23.30701,-51.15873
71858105,-23.31417,-51.15873
98075705,-23.32682,-51.15854
99234696,-23.30997,-51.1585
93174942,-23.31565,-51.15836
94528845,-23.30998,-51.15816
69939268,-23.31776,-51.15812
13028790,-23.6447,-51.15809
87810867,-23.31261,-51.15809
91918243,-23.31181,-51.15804
91896800,-23.31181,-51.15804
5328853,-23.31079,-51.15803
73522317,-23.32426,-51.15795
38011565,-23.3215,-51.15788
92549020,-23.30926,-51.15787
92535224,-23.30938,-51.15787
25498584,-23.30858,-51.15778
77844114,-23.25999,-51.15777
66785340,-23.31906,-51.15753
42365252,-23.31159,-51.15749
5328888,-23.31159,-51.15749
70285446,-23.31159,-51.15749
69545359,-23.31391,-51.15749
70984409,-23.32434,-51.15748
74174177,-23.31939,-51.15747
47597828,-23.31428,-51.15744
83458530,-23.34154,-51.15729
91819512,-23.25786,-51.15726
76086631,-23.31106,-51.15724
65240103,-23.31106,-51.15724
94591598,-23.29233,-51.15716
69590427,-23.32761,-51.15711
47549904,-23.31187,-51.1571
70080410,-23.35701,-51.15702
38634627,-23.31209,-51.15698
36568066,-23.31209,-51.15698
38634511,-23.31209,-51.15698
104465867,-23.32683,-51.15694
98730215,-23.32795,-51.15678
34508910,-23.33099,-51.15665
96356154,-25.50945,-51.15663
99822059,-23.31725,-51.15661
41527348,-23.31151,-51.15651
36348651,-23.31413,-51.15629
25618873,-23.29434,-51.15629
46538860,-23.30725,-51.15629
93104804,-23.31281,-51.15625
102858675,-23.41059,-51.15605
95467343,-23.25777,-51.15604
5330939,-23.28225,-51.15602
38552515,-25.99408,-51.15594
83596445,-23.31002,-51.15594
48078590,-23.33022,-51.15585
60852550,-23.31449,-51.15585
52116131,-23.37024,-51.15573
38907054,-23.26584,-51.15564
44465262,-23.40449,-51.15558
40110095,-23.32682,-51.15554
73289000,-23.26347,-51.15538
87796392,-23.26642,-51.15537
68174608,-23.31972,-51.15535
89653459,-23.30602,-51.15532
39330613,-23.30852,-51.15524
44566034,-23.32645,-51.15523
5329272,-23.3345,-51.15498
93761546,-23.26532,-51.15467
90091396,-23.26757,-51.15453
44604521,-23.32002,-51.15438
71459979,-23.25897,-51.15434
5329361,-23.34409,-51.15424
91477190,-23.31893,-51.15424
61610704,-23.32779,-51.1542
76581586,-23.2676,-51.15416
5331153,-23.36018,-51.1541
36500062,-23.31669,-51.15402
99451166,-23.26759,-51.15401
28269365,-23.36346,-51.15401
35678445,-23.26686,-51.15382
100057551,-23.25854,-51.1538
5329043,-23.31918,-51.15378
100058108,-23.25845,-51.15377
93216491,-23.30937,-51.15374
52912604,-23.32991,-51.15373
46051325,-23.31711,-51.15372
61642517,-23.32879,-51.15371
47148039,-23.26414,-51.15368
95128107,-23.26466,-51.15366
80151035,-23.4189,-51.15366
89878949,-23.3111,-51.15333
94555966,-23.29583,-51.15326
72200324,-23.29511,-51.15321
75662701,-23.31417,-51.15317
100610862,-23.31774,-51.15309
42711843,-23.30778,-51.15277
46052070,-23.33473,-51.15261
84827920,-23.26628,-51.1526
97199435,-23.33451,-51.15247
99093774,-23.33541,-51.15245
88576264,-23.25764,-51.15234
59161086,-23.32928,-51.15229
92500080,-23.28697,-51.15228
93012128,-23.28635,-51.15228
92789137,-23.28647,-51.15228
92707645,-23.28675,-51.15228
92441955,-23.28691,-51.15228
92751938,-23.2864,-51.15228
100792987,-23.28668,-51.15228
90482662,-23.28653,-51.15228
92625142,-23.28686,-51.15228
92507301,-23.2868,-51.15228
49149733,-23.3315,-51.15218
23934891,-23.31443,-51.15216
82617805,-23.33554,-51.15203
101742037,-23.32493,-51.15194
91284821,-23.29227,-51.1518
5328926,-23.31305,-51.15177
66705436,-23.36284,-51.15176
99564416,-23.36154,-51.15155
64763382,-23.31658,-51.15155
25498576,-23.30992,-51.15152
89854454,-23.38737,-51.15129
101053665,-23.30361,-51.15117
70053588,-23.35839,-51.15111
70132852,-23.30304,-51.15108
63894068,-23.36201,-51.15097
75641968,-23.36266,-51.15091
90497040,-23.35619,-51.1509
37258672,-23.33397,-51.15086
97655252,-23.34957,-51.15079
91632595,-23.30822,-51.15072
26318202,-23.34093,-51.15066
62967860,-23.31344,-51.15064
99817136,-23336,-51.15052
98871315,-23.36215,-51.15033
70133786,-23.30353,-51.15021
37762630,-23.33098,-51.15006
101697350,-23.33479,-51.14981
57007888,-23.36392,-51.14976
91598621,-23.26794,-51.14967
99860660,-23.36243,-51.14956
62192345,-23.33764,-51.14955
40622690,-23.35939,-51.14952
100831168,-23.35476,-51.14948
90497970,-23.35466,-51.14941
49377558,-23.36201,-51.14932
5329663,-23.3098,-51.1493
64854868,-23.28678,-51.14921
44631570,-23.30099,-51.14905
93631618,-23.31231,-51.14892
93586868,-23.31248,-51.14892
93710976,-23.31224,-51.14892
93589310,-23.31258,-51.14892
93848412,-23.3124,-51.14892
91630479,-23.31216,-51.14892
100491960,-23.36376,-51.14874
42800315,-23.28685,-51.14856
94249997,-23.31181,-51.14854
95338101,-23.31175,-51.14854
91630495,-23.31205,-51.14854
93991274,-23.31187,-51.14854
93586787,-23.31199,-51.14854
93660774,-23.31193,-51.14854
54517710,-23.35193,-51.14823
65141024,-23.35583,-51.14822
67821448,-23.31458,-51.14819
79914764,-23.36286,-51.14811
86292153,-23.33967,-51.14794
91982391,-22.79826,-51.14792
49151304,-23.25824,-51.1479
53966520,-23.29267,-51.14783
91612535,-23.35321,-51.14776
74624989,-23.36349,-51.14763
93963211,-23.36268,-51.14761
82277931,-23.3474,-51.14759
94674078,-23.33631,-51.14757
77857135,-23.31083,-51.14722
45384800,-23.31569,-51.14717
71479970,-23.41977,-51.14688
99029332,-23.34794,-51.14687
102703450,-23.33137,-51.14681
19980248,-23.34372,-51.14676
72958677,-23.28703,-51.14659
32500459,-23.25796,-51.14657
95782630,-23.35049,-51.14637
5329310,-23.32875,-51.14631
54644186,-23.41925,-51.1463
32042825,-23.34832,-51.14622
93463723,-23.3513,-51.14613
94692092,-23.31431,-51.14611
79124941,-23.34825,-51.14599
102633754,-23.34702,-51.14568
46445153,-23.33922,-51.14559
100340032,-23.3215,-51.14504
49643860,-23.29058,-51.14496
92282164,-23.34889,-51.14493
41759788,-25.60778,-51.14477
71459278,-23.36306,-51.14457
102551359,-23.31885,-51.14419
99217511,-23.29553,-51.14403
5329540,-23.32413,-51.14403
57950814,-23.26135,-51.14366
42476135,-23.36725,-51.14348
96670932,-23.25771,-51.14345
97438545,-23.29376,-51.14327
25712357,-23.36601,-51.14314
91798280,-23.31363,-51.14308
41499255,-23.27238,-51.14297
67900003,-23.29509,-51.14275
66641640,-23.36914,-51.14265
79533701,-23.46407,-51.14252
85206237,-23.31461,-51.14242
94054967,-23.32692,-51.1421
32095503,-23291,-51.14206
101891938,-23.36912,-51.14195
97935620,-23.29481,-51.1415
75192608,-23.52313,-51.14129
37510606,-23.29189,-51.14121
5329582,-23.32018,-51.14093
63203324,-23.14891,-51.14085
94445834,-23.32446,-51.14077
68176015,-23.32544,-51.14071
101157142,-23.27632,-51.14059
96853891,-26.10225,-51.14059
101833970,-23.30361,-51.1405
36321826,-23.42457,-51.14044
52176053,-23.40515,-51.14037
25987771,-23.42928,-51.14002
61003298,-23.34989,-51.13917
102551928,-23.33911,-51.13891
98547844,-23.31513,-51.13881
74477552,-23.29238,-51.13863
102122750,-23.40582,-51.1386
59514272,-23.28876,-51.13853
100789765,-23.28663,-51.13852
46546979,-23.40714,-51.13819
40705188,-23.2432,-51.13815
7384947,-23.33429,-51.13814
93620136,-23.36863,-51.13803
31662390,-23.2914,-51.13776
37651137,-23.26439,-51.13769
38813050,-23.26439,-51.13769
84959495,-23.29185,-51.13764
44836201,-23.29239,-51.13752
73744450,-26.12246,-51.13732
52749428,-23.4117,-51.13723
47854952,-23.35121,-51.13684
71406000,-23.29151,-51.13684
54590957,-23.32893,-51.13675
98274120,-23.34982,-51.13673
94601127,-23.4062,-51.13642
28754263,-23.29239,-51.13621
92466281,-23.35178,-51.13614
95565973,-23.29142,-51.13609
14788268,-23.35249,-51.13577
97761850,-23.28039,-51.13574
73577499,-23.41322,-51.13568
100374557,-23.29025,-51.13558
70272719,-23.31057,-51.13549
92086560,-23.35234,-51.13523
98177575,-23.28049,-51.13521
104572736,-23.28998,-51.13508
45296189,-26.24804,-51.13508
32503725,-23.29226,-51.13503
94607990,-23.28991,-51.13487
77815955,-23.29201,-51.13484
82892628,-23.41248,-51.13482
57789339,-23.29043,-51.13458
98360400,-23.27931,-51.13453
67121411,-23.28925,-51.13433
36768960,-23.31382,-51.13429
36538400,-23.29,-51.13416
68553323,-23.31959,-51.13411
45129495,-23.29057,-51.13396
70879788,-23.29281,-51.13391
91291160,-23.36717,-51.13389
100923747,-23.31368,-51.13378
53966767,-23.28796,-51.13366
88896668,-23.28655,-51.13364
96950781,-23.31352,-51.13362
93247044,-23.28548,-51.13354
103441719,-23.28778,-51.13341
42763134,-23.28703,-51.13339
59044179,-23.31243,-51.13336
100352480,-23.29223,-51.1333
29353165,-23.28923,-51.1332
102353301,-23.28439,-51.1332
5329493,-23.3221,-51.13307
88837173,-23.47435,-51.13299
40709140,-23.25432,-51.13297
78602920,-23.29264,-51.13284
92333532,-23.29108,-51.13246
79437621,-23.41493,-51.13244
92309046,-23.32291,-51.13221
66745845,-23.29173,-51.13192
30778573,-23.28611,-51.13189
79720455,-23.29064,-51.13171
77800931,-23.29114,-51.13167
72629029,-23.39604,-51.13143
66720656,-23.29065,-51.13133
41283112,-23.31555,-51.13118
72630817,-23.30292,-51.13107
84656506,-23.32481,-51.13092
62052179,-23.29272,-51.13061
94610150,-23.40521,-51.13048
20491972,-23.31751,-51.13043
98590022,-23.46711,-51.12969
72632135,-23.32023,-51.12946
53639626,-26.21642,-51.12943
34912614,-23.38161,-51.12913
45296324,-23.40224,-51.12893
21455767,-23.32573,-51.12874
30570271,-26.23402,-51.1285
103614460,-23.29355,-51.12848
91680298,-23.38209,-51.12833
48145564,-23.32717,-51.12814
49456083,-26.23158,-51.12775
90491890,-23.28887,-51.12773
88903540,-25.28927,-51.12732
74597329,-23.28944,-51.12726
59039507,-23.28965,-51.12725
99295032,-23.70939,-51.12636
100925707,-23.28785,-51.1261
84349573,-26.23626,-51.12609
64042243,-23.28993,-51.12558
100287948,-23.29135,-51.12538
32318367,-26.24255,-51.12489
70513627,-23.2893,-51.12467
90722566,-26.24044,-51.12435
52378217,-25.95973,-51.12432
14693100,-23.42012,-51.12375
99792869,-23.29018,-51.12369
94248311,-26.24133,-51.12334
56360088,-23.28769,-51.12294
45760837,-26.24274,-51.1228
76593630,-23.2921,-51.12274
57960445,-23.3217,-51.12273
95178708,-23289,-51.12245
99183307,-25.61544,-51.12235
78591724,-23.73173,-51.12214
70918880,-23.28904,-51.12207
98115448,-23.29214,-51.12199
69492026,-23.27713,-51.12197
45839999,-26.24481,-51.12183
92379508,-23.70882,-51.12166
29042925,-23.70339,-51.12154
71426728,-23.70978,-51.12119
34144870,-23.29242,-51.12107
84170387,-23.29349,-51.12105
46855025,-26.24202,-51.11982
77944160,-23.70531,-51.11926
32594852,-23.28056,-51.11808
74669397,-26.1968,-51.11791
42396905,-23.35722,-51.11635
93314400,-26.25364,-51.11493
98331353,-23.32179,-51.11483
97947466,-23.2644,-51.11468
31752144,-23.26981,-51.11398
78798892,-23.30782,-51.11384
69537135,-23.5088,-51.11358
39358020,-23.7153,-51.11352
69501106,-23.38037,-51.11308
88836754,-23.71363,-51.11296
73833797,-23.38097,-51.11269
36883972,-26.24922,-51.11251
58560637,-23.38091,-51.11193
99908948,-26.21942,-51.11164
22056572,-26.19979,-51.11163
97420476,-23.29328,-51.11158
103819649,-23.30575,-51.1114
83679120,-26.21597,-51.11119
