estacao,operadora,municipio,latitude_antena,longitude_antena,tecs
211222,Tim,Maringa,-23.409556,-51.9355,2G 3G 4G 5G
211230,Tim,Maringa,-23.422993,-51.956967,2G 3G 4G 5G
212512,Tim,Sarandi,-23.440917,-51.868083,2G 3G 4G
212520,Tim,Rolandia,-23.303639,-51.355139,2G 3G 4G
212539,Tim,Arapongas,-23.398222,-51.428778,2G 3G 4G
212547,Tim,Apucarana,-23.544567,-51.456128,2G 3G 4G
212687,Tim,Mandaguari,-23.512417,-51.680917,2G 3G 4G
532606,Tim,Paranagua,-25.516056,-48.512194,2G 3G 4G 5G
537799,Tim,Curitiba,-25.395556,-49.295278,2G 3G 4G 5G
537802,Tim,Curitiba,-25.490556,-49.295833,2G 3G 4G 5G
539635,Tim,Curitiba,-25.462778,-49.346944,2G 3G 4G 5G
539643,Tim,Curitiba,-25.376556,-49.218889,2G 3G 4G 5G
539767,Tim,Curitiba,-25.479444,-49.215,2G 3G 4G 5G
539775,Tim,Sao Jose Dos Pinhais,-25.53667,-49.20028,2G 3G 4G
563269,Tim,Curitiba,-25.448389,-49.289139,2G 3G 4G 5G
563285,Tim,Curitiba,-25.544583,-49.332389,2G 3G 4G 5G
565040,Tim,Curitiba,-25.426944,-49.237778,2G 3G 4G 5G
565105,Tim,Araucaria,-25.593889,-49.405278,2G 3G 4G 5G
565466,Tim,Curitiba,-25.424278,-49.294444,2G 3G 4G 5G
565482,Tim,Marialva,-23.486111,-51.787778,2G 3G 4G
565490,Tim,Ibipora,-23.273444,-51.054861,2G 3G 4G
565890,Tim,Cascavel,-24.95,-53.46833,2G 3G 4G 5G
566063,Tim,Matinhos,-25.845306,-48.538056,2G 3G 4G 5G
566098,Tim,Guaratuba,-25.87778,-48.57389,2G 3G 4G 5G
566268,Tim,Guaratuba,-25.865056,-48.567889,2G 3G 4G
1917757,Tim,Curitiba,-25.423139,-49.270833,2G 3G 4G 5G
2353296,Tim,Curitiba,-25.42944,-49.25194,2G 3G 4G 5G
2356066,Tim,Curitiba,-25.411361,-49.235139,2G 3G 4G 5G
2356082,Tim,Curitiba,-25.485278,-49.244167,2G 3G 4G 5G
2356090,Tim,Curitiba,-25.411194,-49.347139,2G 3G 4G 5G
2358794,Tim,Pontal Do Parana,-25.655481,-48.442801,2G 3G 4G 5G
2358816,Tim,Pontal Do Parana,-25.580284,-48.358932,2G 3G 4G 5G
2358832,Tim,Colombo,-25.29694,-49.22583,2G 3G 4G 5G
2360454,Tim,Curitiba,-25.470917,-49.298194,2G 3G 4G 5G
2360462,Tim,Fazenda Rio Grande,-25.642333,-49.316778,2G 3G 4G
2360470,Tim,Quatro Barras,-25.369722,-49.075278,2G 3G 4G
4724186,Tim,Curitiba,-25.381165,-49.264684,2G 3G 4G 5G
4724194,Tim,Curitiba,-25.434444,-49.275833,2G
4724216,Tim,Curitiba,-25.429694,-49.266472,2G 3G 4G 5G
4724224,Tim,Curitiba,-25.431694,-49.273417,2G 3G 4G 5G
4724240,Tim,Curitiba,-25.437528,-49.277778,2G 3G 4G 5G
4724259,Tim,Curitiba,-25.44375,-49.2835,2G 3G 4G 5G
4724275,Tim,Curitiba,-25.42444,-49.28083,2G 3G 4G 5G
4724291,Tim,Curitiba,-25.413889,-49.280833,2G 3G 4G 5G
4724305,Tim,Curitiba,-25.448083,-49.221028,2G 3G 4G 5G
4724313,Tim,Curitiba,-25.413222,-49.208278,2G 3G 4G 5G
4724321,Tim,Curitiba,-25.39056,-49.23861,2G 3G 4G 5G
4726448,Tim,Curitiba,-25.53575,-49.289333,2G 3G 4G 5G
4726456,Tim,Curitiba,-25.453333,-49.267222,2G 3G 4G 5G
4726502,Tim,Curitiba,-25.419722,-49.266417,2G 3G 4G 5G
4726537,Tim,Sao Jose Dos Pinhais,-25.50833,-49.16917,2G 3G 4G 5G
6585752,Tim,Cambe,-23.28225,-51.265444,2G 3G 4G
6585817,Tim,Cambira,-23.601806,-51.577111,2G 3G 4G
355895692,Tim,Cianorte,-23.66083,-52.61083,2G 3G 4G
355895706,Tim,Campo Mourao,-24.047583,-52.375028,2G 3G 4G
355895714,Tim,Goioere,-24.187861,-53.025056,2G 3G 4G
355895730,Tim,Maringa,-23.422528,-51.935694,2G 3G 4G 5G
355895749,Tim,Maringa,-23.437806,-51.936722,2G 3G 4G 5G
355895757,Tim,Maringa,-23.437389,-51.962111,2G 3G 4G 5G
355895765,Tim,Maringa,-23.423889,-51.916111,2G 3G 4G 5G
355895781,Tim,Maringa,-23.410722,-51.914944,2G 3G 4G
355895790,Tim,Palotina,-24.28175,-53.838444,2G 3G 4G
355895811,Tim,Umuarama,-23.75797,-53.30306,2G 3G 4G
399914234,Vivo,Curitiba,-25.37278,-49.27556,2G 3G 4G
399914315,Vivo,Curitiba,-25.40583,-49.22222,2G 3G 4G
399914331,Vivo,Curitiba,-25.41056,-49.27083,5G
399914358,Vivo,Curitiba,-25.41861,-49.28917,2G 3G 4G
399914366,Vivo,Curitiba,-25.41917,-49.25778,2G 3G 4G 5G
399914382,Vivo,Curitiba,-25.43111,-49.36806,2G 3G 4G
399914420,Vivo,Curitiba,-25.43139,-49.30222,2G 3G 4G 5G
399914765,Vivo,Curitiba,-25.42528,-49.24333,2G 3G 4G 5G
399914773,Vivo,Curitiba,-25.43222,-49.28194,2G 3G 4G
399914790,Vivo,Curitiba,-25.43417,-49.25611,2G 3G 4G 5G
399914803,Vivo,Curitiba,-25.44139,-49.27056,2G 3G 4G 5G
399914811,Vivo,Curitiba,-25.46278,-49.30667,2G 3G 4G
399914838,Vivo,Curitiba,-25.44833,-49.27917,2G 3G 4G
399914854,Vivo,Curitiba,-25.45361,-49.26278,2G 3G 4G 5G
399914862,Vivo,Curitiba,-25.44472,-49.22778,5G
399914889,Vivo,Curitiba,-25.47972,-49.34194,2G 3G 4G
399914900,Vivo,Curitiba,-25.47361,-49.27278,2G 3G 4G
399914927,Vivo,Curitiba,-25.478055,-49.194999,2G 3G 4G
399914951,Vivo,Curitiba,-25.48722,-49.22694,2G 3G 4G
399914978,Vivo,Curitiba,-25.53694,-49.27944,2G 3G 4G
399914994,Vivo,Sao Jose Dos Pinhais,-25.5175,-49.180555,2G 3G 4G
399915524,Vivo,Curitiba,-25.52972,-49.32778,2G 3G 4G
399915532,Vivo,Araucaria,-25.548333,-49.355833,2G 3G 4G
399915559,Vivo,Pinhais,-25.41889,-49.1825,2G 3G 4G
399915710,Vivo,Curitiba,-25.40333,-49.28917,2G 3G 4G
399915737,Vivo,Colombo,-25.37889,-49.18361,2G 3G 4G
399915753,Vivo,Araucaria,-25.589167,-49.396667,2G 3G 4G
399915893,Vivo,Sao Jose Dos Pinhais,-25.54222,-49.21556,2G 3G 4G
399915958,Vivo,Sao Jose Dos Pinhais,-25.562222,-49.188333,2G 3G 4G
399915974,Vivo,Piraquara,-25.445833,-49.062222,2G 3G 4G
399916350,Vivo,Campina Grande Do Sul,-25.31,-49.06056,2G 3G 4G
399916369,Vivo,Colombo,-25.29694,-49.23111,2G 3G 4G
399916377,Vivo,Colombo,-25.352777,-49.221111,2G 3G 4G
399916393,Vivo,Almirante Tamandare,-25.31583,-49.3025,2G 3G 4G
399916415,Vivo,Campo Largo,-25.45528,-49.55889,2G 3G 4G
399916423,Vivo,Campo Largo,-25.4575,-49.52694,2G 3G 4G
399916458,Vivo,Curitiba,-25.50917,-49.26417,2G 3G 4G
399916466,Vivo,Paranagua,-25.52333,-48.52028,2G 3G 4G
399916474,Vivo,Paranagua,-25.549603,-48.550322,2G 3G 4G
399916636,Vivo,Matinhos,-25.805,-48.53028,2G 3G 4G
399916644,Vivo,Pontal Do Parana,-25.56917,-48.36639,2G 3G 4G
399916660,Vivo,Pontal Do Parana,-25.69722,-48.47361,2G 3G 4G
399916776,Vivo,Matinhos,-25.83833,-48.54028,2G 3G 4G
399916806,Vivo,Ponta Grossa,-25.10528,-50.16056,2G 3G 4G
399916822,Vivo,Ponta Grossa,-25.095,-50.12667,2G 3G 4G
399916857,Vivo,Ponta Grossa,-25.085833,-50.18,2G 3G 4G 5G
399916873,Vivo,Ponta Grossa,-25.08139,-50.15833,2G 3G 4G
399916890,Vivo,Londrina,-23.31361,-51.21111,2G 3G 4G 5G
399916911,Vivo,Londrina,-23.30222,-51.17056,2G 3G 4G 5G
399916946,Vivo,Londrina,-23.34694,-51.16917,5G
399916962,Vivo,Londrina,-23.26139,-51.165,2G 3G 4G
399916970,Vivo,Londrina,-23.31861,-51.1325,2G 3G 4G
399916989,Vivo,Londrina,-23.35972,-51.14639,2G 3G 4G 5G
399917004,Vivo,Londrina,-23.32056,-51.15778,2G 3G 4G 5G
399917497,Vivo,Ibipora,-23.292836,-51.091142,2G 3G 4G
399990860,Vivo,Rolandia,-23.31694,-51.37667,2G 3G 4G
401471810,Vivo,Maringa,-23.42556,-51.92556,2G 3G 4G
401656110,Vivo,Maringa,-23.42667,-51.96056,2G  4G 5G
401807070,Vivo,Maringa,-23.41917,-51.90583,2G 3G 4G 5G
401892433,Vivo,Maringa,-23.40667,-51.92472,2G 3G 4G
401892441,Vivo,Maringa,-23.44667,-51.91333,2G 3G 4G 5G
401892468,Vivo,Sarandi,-23.43889,-51.87194,2G 3G 4G
402661281,Vivo,Marialva,-23.47778,-51.78694,2G 3G 4G
402661303,Vivo,Mandaguari,-23.5125,-51.68083,2G 3G 4G
402661320,Vivo,Apucarana,-23.55556,-51.45806,2G 3G 4G
402867009,Vivo,Ibipora,-23.26778,-51.04972,2G 3G 4G
402867017,Vivo,Jataizinho,-23.25833,-50.97778,2G 3G 4G
422425370,Vivo,Maringa,-23.41778,-51.94583,2G 3G 4G 5G
422425427,Vivo,Sao Jose Dos Pinhais,-25.53528,-49.17333,2G 3G 4G
431342830,Tim,Mandirituba,-25.777056,-49.326833,2G 3G 4G
431342911,Tim,Matinhos,-25.810583,-48.533361,2G 3G 4G 5G
431342954,Tim,Curitiba,-25.524889,-49.260556,2G 3G 4G 5G
431342962,Tim,Sao Jose Dos Pinhais,-25.55361,-49.195,2G 3G 4G 5G
431342970,Tim,Curitiba,-25.496111,-49.263889,2G 3G 4G 5G
431343144,Tim,Campo Largo,-25.462889,-49.546444,2G 3G 4G 5G
431343233,Tim,Curitiba,-25.445556,-49.254722,2G 3G 4G 5G
431343306,Tim,Paranavai,-23.089603,-52.468527,2G 3G 4G
431343713,Tim,Lapa,-25.775778,-49.699139,2G 3G 4G
431343756,Tim,Quitandinha,-25.870111,-49.501083,2G 3G 4G
431344191,Tim,Curitiba,-25.470694,-49.23475,2G 3G 4G 5G
431344329,Tim,Curitiba,-25.441083,-49.285083,2G 3G 4G 5G
431344884,Tim,Campo Largo,-25.42778,-49.42694,2G 3G 4G
431344973,Tim,Sao Jose Dos Pinhais,-25.61542,-49.16933,2G 3G 4G
431345376,Tim,Rio Branco Do Sul,-25.19722,-49.3375,2G 3G 4G
431345422,Tim,Curitiba,-25.428333,-49.275,2G 3G 4G 5G
431349720,Tim,Curitiba,-25.445028,-49.262694,2G 3G 4G 5G
431349738,Tim,Curitiba,-25.45472,-49.29917,2G 3G 4G 5G
431349754,Tim,Curitiba,-25.43372,-49.28844,2G 3G 4G 5G
431349800,Tim,Curitiba,-25.430278,-49.3035,2G 3G 4G 5G
431351813,Tim,Curitiba,-25.421889,-49.2595,2G 3G 4G 5G
431352267,Tim,Curitiba,-25.435278,-49.259167,2G 3G 4G 5G
431352283,Tim,Curitiba,-25.430472,-49.263139,2G 3G 4G 5G
431353336,Tim,Medianeira,-25.294278,-54.095944,2G 3G 4G
431353425,Tim,Curitiba,-25.45611,-49.23389,2G 3G 4G 5G
431353506,Tim,Curitiba,-25.453889,-49.279167,2G 3G 4G 5G
431353824,Tim,Curitiba,-25.4025,-49.310278,2G 3G 4G 5G
431353905,Tim,Curitiba,-25.4875,-49.228333,2G 3G 4G 5G
431354146,Tim,Curitiba,-25.454444,-49.257139,2G 3G 4G 5G
431354243,Tim,Curitiba,-25.53139,-49.24306,2G 3G 4G
431354251,Tim,Curitiba,-25.492222,-49.215806,2G 3G 4G 5G
431354278,Tim,Curitiba,-25.4385,-49.312194,2G 3G 4G 5G
431354286,Tim,Curitiba,-25.473278,-49.289444,2G 3G 4G 5G
431354316,Tim,Curitiba,-25.438056,-49.247222,2G 3G 4G 5G
431354332,Tim,Curitiba,-25.373111,-49.245417,2G 3G 4G 5G
431354375,Tim,Curitiba,-25.495944,-49.285833,2G 3G 4G 5G
431354383,Tim,Curitiba,-25.462917,-49.221222,2G 3G 4G 5G
431354405,Tim,Curitiba,-25.418611,-49.223528,2G 3G 4G
431354464,Tim,Morretes,-25.48056,-48.83111,2G 3G 4G
431354510,Tim,Curitiba,-25.438833,-49.280972,2G 3G 4G 5G
431354570,Tim,Curitiba,-25.415278,-49.272,2G 3G 4G 5G
431354600,Tim,Curitiba,-25.445833,-49.296389,2G 3G 4G 5G
431354626,Tim,Curitiba,-25.411111,-49.251667,2G 3G 4G 5G
431354642,Tim,Curitiba,-25.395,-49.275278,2G 3G 4G 5G
431354669,Tim,Curitiba,-25.503333,-49.233889,2G 3G 4G 5G
431354693,Tim,Araucaria,-25.553611,-49.370556,2G 3G 4G 5G
431354731,Tim,Colombo,-25.36193,-49.184969,2G 3G 4G
431354758,Tim,Piraquara,-25.442028,-49.062278,2G 3G 4G
431354820,Tim,Foz Do Iguacu,-25.53175,-54.568167,2G 3G 4G 5G
431354839,Tim,Foz Do Iguacu,-25.547944,-54.578111,2G 3G 4G 5G
431354871,Tim,Foz Do Iguacu,-25.516111,-54.592778,2G 3G 4G
431354910,Tim,Foz Do Iguacu,-25.515944,-54.569528,2G 3G 4G
431354936,Tim,Foz Do Iguacu,-25.616139,-54.481222,2G 3G 4G
431354952,Tim,Foz Do Iguacu,-25.509722,-54.549056,2G 3G 4G
431354979,Tim,Foz Do Iguacu,-25.557028,-54.573917,2G 3G 4G
431354987,Tim,Foz Do Iguacu,-25.537611,-54.581667,2G 3G 4G 5G
431355002,Tim,Cascavel,-24.968333,-53.490556,2G 3G 4G 5G
431355010,Tim,Cascavel,-24.958889,-53.456389,2G 3G 4G 5G
431355037,Tim,Cascavel,-24.939,-53.43425,2G 3G 4G 5G
431355045,Tim,Cascavel,-24.97075,-53.44225,2G 3G 4G 5G
431355053,Tim,Santa Helena,-24.857556,-54.334833,2G 3G 4G
431355142,Tim,Sao Jose Dos Pinhais,-25.535389,-49.173639,2G 3G 4G 5G
431355169,Tim,Curitiba,-25.463194,-49.356861,2G 3G 4G 5G
431355177,Tim,Marechal Candido Rondon,-24.55861,-54.05806,2G 3G 4G
431355282,Tim,Curitiba,-25.512722,-49.330306,5G
431355312,Tim,Campina Grande Do Sul,-25.309306,-49.052444,2G 3G 4G
431355339,Tim,Curitiba,-25.462722,-49.261306,2G 3G 4G 5G
431355363,Tim,Curitiba,-25.393917,-49.251417,2G 3G 4G 5G
431355452,Tim,Curitiba,-25.451139,-49.284417,2G 3G 4G 5G
431355460,Tim,Pinhais,-25.428639,-49.189778,2G 3G 4G
431355509,Tim,Curitiba,-25.4125,-49.293333,2G 3G 4G 5G
431355541,Tim,Curitiba,-25.460917,-49.325778,2G 3G 4G 5G
431355550,Tim,Curitiba,-25.489306,-49.309917,2G 3G 4G 5G
431355576,Tim,Paranagua,-25.538427,-48.533727,2G 3G 4G 5G
431355649,Tim,Sao Jose Dos Pinhais,-25.53586,-49.11333,2G 3G 4G
431355711,Tim,Araucaria,-25.57908,-49.39569,2G 3G 4G 5G
431355819,Tim,Curitiba,-25.41444,-49.26611,2G 3G 4G 5G
431355835,Tim,Curitiba,-25.43675,-49.272028,2G 3G 4G 5G
431355843,Tim,Curitiba,-25.477694,-49.303806,2G 3G 4G 5G
431355860,Tim,Curitiba,-25.368556,-49.27425,2G 3G 4G 5G
431355894,Tim,Curitiba,-25.401972,-49.326417,2G 3G 4G 5G
431355916,Tim,Curitiba,-25.429833,-49.226806,2G 3G 4G 5G
431355940,Tim,Curitiba,-25.488889,-49.344722,2G 3G 4G 5G
431355959,Tim,Colombo,-25.352,-49.220389,2G 3G 4G 5G
431356017,Tim,Foz Do Iguacu,-25.5165,-54.588194,2G 3G 4G 5G
431356076,Tim,Foz Do Iguacu,-25.528389,-54.574306,2G 3G 4G 5G
431356157,Tim,Foz Do Iguacu,-25.493583,-54.570389,2G 3G 4G
431356165,Tim,Pien,-26.10111,-49.42667,2G 3G 4G
431356190,Tim,Cascavel,-24.950278,-53.455861,2G 3G 4G 5G
431356220,Tim,Cascavel,-24.949353,-53.421003,2G 3G 4G
431356289,Tim,Araucaria,-25.610222,-49.378944,2G 3G 4G
431356327,Tim,Pinhais,-25.447444,-49.184167,2G 3G 4G 5G
431356564,Tim,Curitiba,-25.435,-49.2675,2G 3G 4G 5G
431356696,Tim,Campo Largo,-25.441806,-49.520083,2G  4G
431356777,Tim,Contenda,-25.67333,-49.54583,2G 3G 4G
431356874,Tim,Curitiba,-25.474528,-49.268667,2G 3G 4G 5G
431357110,Tim,Maringa,-23.389028,-51.930778,2G 3G 4G
431357137,Tim,Arapongas,-23.41083,-51.43778,2G 3G 4G
431357161,Tim,Curitiba,-25.434611,-49.271389,2G 3G 4G 5G
431357188,Tim,Cornelio Procopio,-23.18578,-50.64978,2G 3G 4G
431357307,Tim,Guaira,-24.08139,-54.24806,2G 3G 4G
431357340,Tim,Maringa,-23.438417,-51.896944,2G 3G 4G 5G
431357374,Tim,Maringa,-23.459353,-51.940989,2G 3G 4G
431357382,Tim,Maringa,-23.40475,-51.896944,2G 3G 4G 5G
431357404,Tim,Maringa,-23.451917,-51.999722,2G 3G 4G
431357420,Tim,Jacarezinho,-23.16,-49.97306,2G 3G 4G
431357471,Tim,Assis Chateaubriand,-24.405639,-53.513694,2G 3G 4G
431357510,Tim,Santo Antonio Da Platina,-23.295806,-50.075667,2G 3G 4G
431357536,Tim,Umuarama,-23.76222,-53.32,2G 3G 4G
431357595,Tim,Santo Antonio Da Platina,-23.286833,-50.069639,2G 3G 4G
431357668,Tim,Jussara,-23.620528,-52.4705,2G 3G 4G
431357706,Tim,Tapejara,-23.736111,-52.868611,2G 3G 4G
431357765,Tim,Maringa,-23.423639,-51.925028,2G 3G 4G
431357773,Tim,Astorga,-23.235917,-51.661667,2G 3G 4G
431357820,Tim,Jaguapita,-23.11369,-51.53389,2G 3G 4G
431358036,Tim,Curitiba,-25.445028,-49.270972,2G 3G 4G 5G
431358079,Tim,Curitiba,-25.51528,-49.24444,5G
431358095,Tim,Curitiba,-25.52125,-49.2905,2G 3G 4G 5G
431358150,Tim,Curitiba,-25.514,-49.274389,2G 3G 4G 5G
431358176,Tim,Curitiba,-25.435667,-49.354361,2G 3G 4G 5G
431360430,Tim,Curitiba,-25.443778,-49.304722,2G 3G 4G 5G
431360448,Tim,Curitiba,-25.4325,-49.210833,2G 3G 4G 5G
431360480,Tim,Curitiba,-25.431111,-49.278889,2G 3G 4G 5G
431360499,Tim,Sao Jose Dos Pinhais,-25.657028,-49.154611,2G 3G 4G
431360502,Tim,Cascavel,-24.957611,-53.465778,2G 3G 4G 5G
431360510,Tim,Matinhos,-25.759861,-48.50925,2G 3G 4G 5G
431360529,Tim,Guaratuba,-25.894028,-48.572917,2G 3G 4G 5G
431360570,Tim,Guaratuba,-25.884044,-48.584204,2G 3G 4G 5G
431360596,Tim,Paranagua,-25.514,-48.501778,2G 3G 4G
431360642,Tim,Guaratuba,-25.946611,-48.596083,2G 3G 4G 5G
431360650,Tim,Curitiba,-25.441194,-49.272222,2G 3G 4G 5G
431360669,Tim,Paranagua,-25.566111,-48.622778,2G  4G
431361312,Tim,Irati,-25.46667,-50.64917,2G 3G 4G
431361339,Tim,Ponta Grossa,-25.098806,-50.158611,2G 3G 4G 5G
431361347,Tim,Ponta Grossa,-25.072194,-50.187306,2G 3G 4G 5G
431361355,Tim,Ponta Grossa,-25.138167,-50.151611,2G 3G 4G
431361363,Tim,Ponta Grossa,-25.094056,-50.125389,2G 3G 4G 5G
431361371,Tim,Ponta Grossa,-25.097972,-50.170806,2G 3G 4G
431361398,Tim,Sao Mateus Do Sul,-25.872833,-50.382528,2G 3G 4G
431361410,Tim,Foz Do Iguacu,-25.579417,-54.534889,2G 3G 4G 5G
431361444,Tim,Ponta Grossa,-25.087611,-50.161028,2G 3G 4G
431361460,Tim,Corbelia,-24.79769,-53.29397,2G 3G 4G
431361487,Tim,Pinhais,-25.384417,-49.127528,2G 3G 4G
431361495,Tim,Toledo,-24.724987,-53.722077,2G 3G 4G 5G
431361509,Tim,Guaraniacu,-25.102583,-52.868722,2G 3G 4G
431361517,Tim,Cascavel,-24.962944,-53.408444,2G 3G 4G 5G
431361525,Tim,Pato Branco,-26.221806,-52.666222,2G 3G 4G
431361568,Tim,Nova Aurora,-24.526417,-53.259528,2G 3G 4G
431361622,Tim,Ponta Grossa,-25.178694,-50.098333,2G 3G 4G
431361630,Tim,Ponta Grossa,-25.056833,-50.167778,2G 3G 4G 5G
431361673,Tim,Guarapuava,-25.396972,-51.474028,2G  4G 5G
431361681,Tim,Guarapuava,-25.378694,-51.479528,2G 3G 4G 5G
431361690,Tim,Guarapuava,-25.387472,-51.465028,2G 3G 4G 5G
431361746,Tim,Coronel Vivida,-25.988444,-52.561167,2G 3G 4G
431361770,Tim,Quedas Do Iguacu,-25.45175,-52.907306,2G 3G 4G
431361789,Tim,Santa Tereza Do Oeste,-25.053942,-53.618453,2G 3G 4G
431361797,Tim,Clevelandia,-26.405222,-52.357528,2G 3G 4G
431361800,Tim,Ceu Azul,-25.146056,-53.845389,2G 3G 4G
431361843,Tim,Curitiba,-25.435861,-49.325278,2G 3G 4G 5G
431361878,Tim,Ponta Grossa,-25.09225,-50.158889,2G 3G 4G 5G
431361886,Tim,Ponta Grossa,-25.051611,-50.236444,2G 3G 4G
431361894,Tim,Ponta Grossa,-25.10775,-50.160278,2G 3G 4G 5G
431361916,Tim,Ponta Grossa,-25.08472,-50.17389,2G 3G 4G 5G
431361924,Tim,Ponta Grossa,-25.084472,-50.205,2G 3G 4G 5G
431361959,Tim,Ponta Grossa,-25.094583,-50.163472,2G 3G 4G 5G
431361967,Tim,Ponta Grossa,-25.072528,-50.146306,2G 3G 4G 5G
431362017,Tim,Ponta Grossa,-25.09447,-50.15025,2G 3G 4G
431362025,Tim,Ibaiti,-23.85028,-50.18917,2G 3G 4G
431362033,Tim,Ponta Grossa,-25.115667,-50.206583,2G 3G 4G
431362050,Tim,Foz Do Iguacu,-25.531639,-54.587278,2G 3G 4G 5G
431362262,Tim,Cornelio Procopio,-23.18722,-50.66083,2G 3G 4G
431362645,Tim,Dois Vizinhos,-25.746417,-53.060278,2G 3G 4G
431366730,Tim,Colombo,-25.385278,-49.139167,2G 3G 4G
431366780,Tim,Curitiba,-25.419083,-49.249944,2G 3G 4G 5G
431366799,Tim,Curitiba,-25.463611,-49.280556,2G 3G 4G 5G
431366802,Tim,Almirante Tamandare,-25.315,-49.30028,2G 3G 4G 5G
431366810,Tim,Curitiba,-25.44125,-49.277,2G 3G 4G 5G
431366829,Tim,Antonina,-25.430972,-48.709611,2G 3G 4G
431366870,Tim,Cascavel,-24.967889,-53.473611,2G 3G 4G 5G
431366888,Tim,Francisco Beltrao,-26.057542,-53.070794,2G 3G 4G
431367183,Tim,Cascavel,-24.94975,-53.482306,2G 3G 4G 5G
431367191,Tim,Foz Do Iguacu,-25.488278,-54.508889,2G 3G 4G
431367213,Tim,Foz Do Iguacu,-25.50275,-54.584417,2G 3G 4G
431367230,Tim,Francisco Beltrao,-26.065028,-53.031972,2G 3G 4G
431367264,Tim,Francisco Beltrao,-26.090028,-53.056944,2G 3G 4G
431367299,Tim,Cascavel,-24.983136,-53.461923,2G 3G 4G 5G
431367310,Tim,Cascavel,-24.94817,-53.4335,2G 3G 4G 5G
431367370,Tim,Curitiba,-25.47833,-49.19694,2G 3G 4G 5G
431368104,Tim,Carambei,-24.95167,-50.12,2G 3G 4G
436296926,Tim,Pinhais,-25.43333,-49.17194,2G 3G 4G
441049311,Vivo,Foz Do Iguacu,-25.53722,-54.585,2G 3G 4G 5G
441049346,Vivo,Foz Do Iguacu,-25.51583,-54.59056,2G 3G 4G
441049354,Vivo,Foz Do Iguacu,-25.53583,-54.55722,2G 3G 4G
441049362,Vivo,Foz Do Iguacu,-25.49278,-54.57056,2G 3G 4G
441049370,Vivo,Foz Do Iguacu,-25.50389,-54.53917,2G 3G 4G
441049419,Vivo,Foz Do Iguacu,-25.56583,-54.57028,2G 3G 4G
441049427,Vivo,Foz Do Iguacu,-25.58083,-54.53083,2G 3G 4G
441049435,Vivo,Foz Do Iguacu,-25.59889,-54.50444,2G 3G 4G
441049443,Vivo,Londrina,-23.28361,-51.17472,2G 3G 4G
441071767,Tim,Pontal Do Parana,-25.696556,-48.476111,2G 3G 4G
441514952,Vivo,Curitiba,-25.42889,-49.26333,2G 3G 4G 5G
441514979,Vivo,Curitiba,-25.43333,-49.27444,2G 3G 4G 5G
441572006,Tim,Pontal Do Parana,-25.626118,-48.424291,2G 3G 4G 5G
441572650,Tim,Curitiba,-25.480972,-49.322972,2G 3G 4G 5G
441611630,Tim,Campo Mourao,-24.018611,-52.365917,2G 3G 4G
441613519,Tim,Paranavai,-23.084139,-52.446722,2G 3G 4G
441613527,Tim,Apucarana,-23.559639,-51.445944,2G 3G 4G
441613535,Tim,Wenceslau Braz,-23.873306,-49.80425,2G 3G 4G
441613543,Tim,Bandeirantes,-23.10806,-50.36833,2G 3G 4G
441613551,Tim,Arapoti,-24.140306,-49.825833,2G 3G 4G
441613560,Tim,Maringa,-23.417083,-51.9405,2G 3G 4G 5G
441632564,Tim,Uniao Da Vitoria,-26.225139,-51.085278,2G 3G 4G
441632572,Tim,Uniao Da Vitoria,-26.237583,-51.092972,2G 3G 4G
441632610,Tim,Laranjeiras Do Sul,-25.405,-52.41389,2G 3G 4G
441796923,Tim,Matelandia,-25.24056,-53.98139,2G 3G 4G
441801072,Tim,Foz Do Iguacu,-25.452028,-54.571694,2G 3G 4G
441801099,Tim,Entre Rios Do Oeste,-24.70569,-54.2485,2G 3G 4G
441972160,Tim,Curitiba,-25.420778,-49.291139,2G 3G 4G 5G
441989861,Tim,Curitiba,-25.425278,-49.251667,2G 3G 4G 5G
441989896,Tim,Curitiba,-25.449778,-49.292111,2G 3G 4G 5G
441989900,Tim,Curitiba,-25.440278,-49.235278,2G 3G 4G 5G
441989934,Tim,Curitiba,-25.401944,-49.244722,2G 3G 4G 5G
441990088,Tim,Assai,-23.37389,-50.8425,2G  4G
441990096,Tim,Cambara,-23.044806,-50.078806,2G 3G 4G
441990100,Tim,Cambe,-23.28889,-51.23583,2G 3G 4G
441990118,Tim,Colorado,-22.836556,-51.9775,2G 3G 4G
441990126,Tim,Jaguariaiva,-24.252333,-49.716583,2G 3G 4G
441990134,Tim,Nova Esperanca,-23.187306,-52.204611,2G 3G 4G
441990150,Tim,Palmeira,-25.42389,-50.00306,2G 3G 4G
441990169,Tim,Prudentopolis,-25.20611,-50.98278,2G 3G 4G
441990177,Tim,Pirai Do Sul,-24.538056,-49.941333,2G 3G 4G
441990185,Tim,Paicandu,-23.462583,-52.048444,2G 3G 4G
441990215,Tim,Pitanga,-24.771306,-51.757667,2G 3G 4G
441990231,Tim,Paranagua,-25.612583,-48.549528,2G 3G 4G
441990240,Tim,Sao Jose Dos Pinhais,-25.54403,-49.20294,2G 3G 4G 5G
441990290,Tim,Imbituva,-25.22867,-50.60342,2G 3G 4G
441990339,Tim,Curitiba,-25.500833,-49.254028,2G 3G 4G 5G
442009542,Tim,Paranagua,-25.518194,-48.534028,2G 3G 4G
442009550,Tim,Paranagua,-25.559444,-48.558083,2G 3G 4G
