estacao,operadora,municipio,latitude_antena,longitude_antena,tecs
1008706849,Tim,Maringa,-23.422389,-51.932667,3G 4G
1008713624,Vivo,Curitiba,-25.45861,-49.28722,3G 4G 5G
1008713632,Vivo,Curitiba,-25.50861,-49.27889,3G 4G
1008713640,Vivo,Matinhos,-25.83167,-48.53972,3G 4G
1008722984,Tim,Colombo,-25.355,-49.16389,2G 3G 4G
1008756439,Tim,Cascavel,-24.96389,-53.45583,4G 5G
1008756501,Tim,Cascavel,-24.94167,-53.49,4G 5G
1008756510,Tim,Londrina,-23.28583,-51.15194,3G 4G
1008756528,Tim,Rio Branco Do Sul,-25.177889,-49.315528,4G
1008778980,Tim,Londrina,-23.31361,-51.14194,4G
1008779048,Tim,Arapongas,-23.422,-51.501,2G  4G
1008779056,Tim,Bandeirantes,-23.09833,-50.37472,2G  4G
1008815095,Tim,Cambara,-23.035,-50.06417,4G
1008815109,Tim,Cascavel,-24.93722,-53.44694,4G
1008815117,Tim,Cascavel,-24.95917,-53.48611,4G
1008815125,Tim,Cascavel,-24.941944,-53.398333,4G
1008815133,Tim,Santo Antonio Da Platina,-23.298278,-50.080194,4G 5G
1008815141,Tim,Colombo,-25.361083,-49.184694,3G 4G
1008815168,Tim,Londrina,-23.28917,-51.19667,4G
1008815176,Tim,Curitiba,-25.559583,-49.285056,4G
1008815184,Tim,Londrina,-23.30972,-51.18778,4G
1008815192,Tim,Maringa,-23.426297,-51.925989,4G
1008821192,Vivo,Cascavel,-24.94778,-53.43333,3G 4G
1008821222,Vivo,Curitiba,-25.482025,-49.281033,3G 4G
1008821230,Vivo,Curitiba,-25.4375,-49.27778,2G 3G 4G 5G
1008821249,Vivo,Curitiba,-25.4875,-49.20389,3G 4G
1008840189,Tim,Londrina,-23.3225,-51.14,4G
1008840197,Tim,Londrina,-23.29944,-51.18361,4G
1008840200,Tim,Londrina,-23.36667,-51.15889,4G
1008840219,Tim,Maringa,-23.41125,-51.984167,2G  4G 5G
1008840227,Tim,Tuneiras Do Oeste,-23.73167,-52.75972,3G 4G
1008864134,Tim,Cascavel,-24.914358,-53.417939,4G
1008879514,Tim,Curitiba,-25.538528,-49.251528,4G
1008899612,Tim,Paicandu,-23.494,-52.131306,3G 4G
1008920638,Vivo,Curitiba,-25.50083,-49.25389,3G 4G
1008921340,Vivo,Curitiba,-25.53417,-49.26694,3G 4G
1008948699,Tim,Pinhais,-25.435989,-49.153781,4G
1008986230,Tim,Londrina,-23.347778,-51.181333,4G 5G
1008986256,Tim,Cascavel,-24.9525,-53.43917,4G
1008986264,Tim,Curitiba,-25.50944,-49.2225,4G
1008986272,Tim,Londrina,-23.310556,-51.163611,4G 5G
1008986299,Tim,Maringa,-23.462028,-51.994194,3G 4G
1008990288,Vivo,Curitiba,-25.4225,-49.29889,5G
1008990296,Vivo,Maringa,-23.40056,-51.905,3G 4G
1008990300,Vivo,Curitiba,-25.46028,-49.20111,3G 4G
1008990318,Vivo,Maringa,-23.39,-51.96972,3G 4G
1008990326,Vivo,Curitiba,-25.42444,-49.25889,3G 4G 5G
1008990334,Vivo,Piraquara,-25.41972,-49.05222,3G
1009026086,Vivo,Ponta Grossa,-25.12325,-50.15447,3G 4G
1009033570,Tim,Curitiba,-25.48417,-49.24833,4G
1009049990,Tim,Cascavel,-24.94861,-53.465,4G
1009144011,Tim,Quatro Barras,-25.37333,-49.10306,4G
1009144038,Tim,Campo Mourao,-24.018333,-52.354667,4G
1009144046,Tim,Fazenda Rio Grande,-25.663917,-49.295222,4G
1009150429,Vivo,Curitiba,-25.38,-49.28472,3G 4G
1009205185,Vivo,Curitiba,-25.41139,-49.25222,5G
1009205193,Vivo,Maringa,-23.43583,-51.92611,3G 4G 5G
1009205207,Vivo,Curitiba,-25.42722,-49.21556,3G 4G
1009205223,Vivo,Londrina,-23.28611,-51.15139,3G 4G
1009238199,Tim,Colombo,-25.340475,-49.172083,4G
1009238237,Tim,Maringa,-23.390917,-51.955917,4G 5G
1009238245,Tim,Curitiba,-25.487056,-49.334167,4G
1009292096,Tim,Curitiba,-25.574694,-49.332833,4G 5G
1009317340,Vivo,Curitiba,-25.41806,-49.24111,3G 4G
1009317358,Vivo,Curitiba,-25.41333,-49.2625,3G 4G
1009431444,Vivo,Curitiba,-25.48139,-49.2475,3G 4G
1009440680,Tim,Londrina,-23.313389,-51.157333,4G 5G
1009440702,Tim,Foz Do Iguacu,-25.51806,-54.56222,4G
1009442870,Tim,Ibaiti,-23.8425,-50.19333,4G
1009471608,Tim,Curitiba,-25.454139,-49.209278,2G  4G 5G
1009471616,Tim,Curitiba,-25.37944,-49.31583,4G
1009511715,Tim,Maringa,-23.408222,-51.939639,4G 5G
1009511782,Tim,Campo Mourao,-24.04111,-52.385,3G 4G
1009564150,Tim,Foz Do Iguacu,-25.46275,-54.555889,4G
1009574644,Tim,Andira,-23.05083,-50.2325,4G
1009574814,Vivo,Sarandi,-23.42139,-51.87917,3G 4G
1009574830,Vivo,Apucarana,-23.55243,-51.42351,3G 4G
1009574849,Vivo,Guaratuba,-25.88333,-48.57056,3G 4G
1009651126,Vivo,Curitiba,-25.43177,-49.28056,3G 4G
1009651134,Vivo,Curitiba,-25.39473,-49.24132,4G 5G
1009651150,Vivo,Ipiranga,-25.020847,-50.580383,2G 3G 4G
1009668797,Tim,Maringa,-23.39296,-51.93444,4G
1009794393,Vivo,Alto Piquiri,-24.02036,-53.44072,2G 3G 4G
1009794415,Vivo,Telemaco Borba,-24.31139,-50.60833,3G 4G
1009794431,Vivo,Foz Do Iguacu,-25.56889,-54.55833,3G 4G
1009794440,Vivo,Curitiba,-25.37333,-49.21417,3G 4G
1009794458,Vivo,Tijucas Do Sul,-25.778061,-49.120939,3G 4G
1009797619,Vivo,Ponta Grossa,-25.12306,-50.15444,3G 4G 5G
1009860655,Tim,Londrina,-23.355417,-51.159361,4G 5G
1009872831,Tim,Apucarana,-23.56889,-51.48278,4G
1009872858,Tim,Curitiba,-25.40389,-49.32972,4G
1009872866,Tim,Curitiba,-25.44472,-49.245,4G
1009872955,Tim,Curitiba,-25.4075,-49.23889,4G
1009872963,Tim,Medianeira,-25.311083,-54.145778,3G 4G
1009887758,Tim,Campo Mourao,-24.038056,-52.375917,4G
1009887766,Tim,Maringa,-23.37111,-52.06306,3G 4G 5G
1009893561,Vivo,Colombo,-25.38167,-49.16778,4G
1009893570,Vivo,Sao Jose Dos Pinhais,-25.52306,-49.10333,4G
1009894614,Vivo,Colombo,-25.355,-49.16389,4G
1009894835,Tim,Curitiba,-25.43056,-49.21639,4G
1009916960,Tim,Cianorte,-23.649556,-52.630472,2G  4G
1009916979,Tim,Rolandia,-23.19528,-51.44,3G 4G
1009916987,Tim,Cascavel,-24.950611,-53.476806,3G 4G
1009943194,Tim,Curitiba,-25.47139,-49.21417,4G
1009949885,Tim,Ponta Grossa,-25.130583,-50.14225,4G
1009949893,Tim,Ponta Grossa,-25.020111,-50.119917,4G
1009949907,Tim,Ponta Grossa,-25.142694,-50.166806,4G
1009949915,Tim,Ponta Grossa,-25.081167,-50.106306,4G
1009949923,Tim,Ponta Grossa,-25.103861,-50.1565,4G
1009949931,Tim,Ponta Grossa,-25.106278,-50.118222,4G
1009971589,Tim,Ponta Grossa,-25.079833,-50.181361,4G
1009971686,Tim,Ponta Grossa,-25.060861,-50.108056,4G
1009971708,Tim,Curitiba,-25.452067,-49.303528,4G 5G
1009971716,Tim,Guaratuba,-25.889972,-48.576417,4G
1010024814,Claro,Londrina,-23.29138,-51.22314,3G 4G 5G
1010025217,Vivo,Piraquara,-25.45694,-49.14694,3G 4G
1010027252,Tim,Ponta Grossa,-25.115917,-50.119083,4G
1010080676,Vivo,Fazenda Rio Grande,-25.64472,-49.33167,3G 4G
1010093115,Claro,Curitiba,-25.42987,-49.22681,3G 4G 5G
1010093123,Claro,Curitiba,-25.50426,-49.2989,2G 3G 4G 5G
1010111512,Vivo,Guarapuava,-25.39528,-51.52167,3G
1010167399,Tim,Fazenda Rio Grande,-25.64889,-49.31028,4G
1010167402,Tim,Sarandi,-23.438333,-51.871667,4G
1010177165,Vivo,Campina Grande Do Sul,-25.36139,-49.11056,3G 4G
1010231283,Tim,Maringa,-23.380917,-51.914639,4G 5G
1010245357,Tim,Ponta Grossa,-25.127639,-50.111472,3G 4G
1010279030,Tim,Maringa,-23.418639,-51.940417,4G 5G
1010279049,Tim,Astorga,-23.236056,-51.669167,4G
1010307930,Claro,Curitiba,-25.4016,-49.26082,3G 4G 5G
1010317200,Tim,Londrina,-23.30917,-51.17167,4G
1010347486,Tim,Foz Do Iguacu,-25.5355,-54.582833,4G
1010347494,Tim,Maringa,-23.416556,-51.931278,4G
1010457338,Tim,Matinhos,-25.830333,-48.539397,4G
1010457346,Tim,Arapoti,-23.99222,-49.82417,3G 4G
1010457354,Tim,Foz Do Iguacu,-25.544833,-54.592083,2G 3G 4G 5G
1010492664,Tim,Coronel Vivida,-26.001389,-52.565444,3G 4G
1010497666,Vivo,Curitiba,-25.44139,-49.34667,4G
1010497674,Vivo,Araucaria,-25.62111,-49.36528,3G 4G
1010497682,Vivo,Curitiba,-25.44694,-49.28167,3G 4G 5G
1010507785,Vivo,Campo Largo,-25.44583,-49.49,3G 4G
1010550150,Vivo,Londrina,-23.26947,-51.18055,3G 4G
1010550168,Vivo,Rolandia,-23.31267,-51.36797,3G 4G
1010650030,Vivo,Almirante Tamandare,-25.34717,-49.27786,3G 4G
1010650057,Vivo,Mandaguari,-23.51436,-51.69786,3G 4G
1010650065,Vivo,Castro,-24.8205,-50.0012,3G 4G
1010650081,Vivo,Catanduvas,-25.20462,-53.15779,3G 4G
1010650111,Vivo,Maringa,-23.39431,-51.9385,3G 4G
1010650154,Vivo,Foz Do Iguacu,-25.53361,-54.54306,3G 4G
1010650162,Vivo,Ponta Grossa,-25.0715722,-50.17449722,3G 4G
1010650170,Vivo,Fazenda Rio Grande,-25.6643,-49.3322,3G 4G
1010650189,Vivo,Sao Jose Dos Pinhais,-25.4773,-49.16736,3G 4G
1010650200,Vivo,Renascenca,-26.15429,-52.97612,3G 4G
1010650251,Vivo,Joaquim Tavora,-23.50503,-49.9136,3G 4G
1010673820,Vivo,Curitiba,-25.43878,-49.28278,4G 5G
1010753468,Tim,Curitiba,-25.42875,-49.215222,3G 4G
1010808335,Tim,Apucarana,-23.60447,-51.33286,3G
1010824292,Vivo,Almirante Tamandare,-25.33651,-49.26274,3G 4G
1010824306,Vivo,Guaratuba,-25.8781,-48.606258,3G 4G
1010832295,Vivo,Toledo,-24.74286,-53.74822,3G 4G
1010832309,Vivo,Guarapuava,-25.391166,-51.449305,3G 4G
1010832325,Vivo,Rolandia,-23.3129,-51.39678,3G 4G
1010832333,Vivo,Colombo,-25.36269,-49.15769,3G 4G
1010832341,Vivo,Arapongas,-23.43211,-51.44506,3G 4G
1011057333,Vivo,Campo Magro,-25.38431,-49.36887,3G 4G
1011057341,Vivo,Curitiba,-25.58333,-49.33733,3G 4G
1011063570,Tim,Adrianopolis,-24.692417,-48.940139,3G 4G
1011105087,Vivo,Campo Largo,-25.4417,-49.52,3G 4G
1011105095,Vivo,Uniao Da Vitoria,-26.20783,-51.07681,3G 4G
1011105370,Vivo,Jandaia Do Sul,-23.59761,-51.65431,3G 4G
1011114647,Vivo,Telemaco Borba,-24.317389,-50.635889,3G 4G
1011114655,Vivo,Irati,-25.47675,-50.66536,3G 4G
1011114663,Vivo,Prudentopolis,-25.21833,-50.96619,3G 4G
1011141547,Claro,Curitiba,-25.43353,-49.28861,2G 3G 4G 5G
1011150481,Tim,Reboucas,-25.631356,-50.68818,2G 3G 4G
1011183363,Vivo,Guarapuava,-25.35817,-51.47686,3G 4G
1011183371,Vivo,Guarapuava,-25.40964,-51.46772,3G 4G
1011183380,Vivo,Campo Largo,-25.50453,-49.54092,3G 4G
1011183401,Vivo,Marialva,-23.48253,-51.79999,3G 4G
1011183410,Vivo,Planalto,-25.72247,-53.76172,3G 4G
1011183428,Vivo,Colombo,-25.3535833,-49.1913611,3G 4G
1011183436,Vivo,Francisco Beltrao,-26.06299,-53.07699,3G 4G
1011183444,Vivo,Foz Do Iguacu,-25.52842,-54.57414,3G 4G
1011183452,Vivo,Irati,-25.46206,-50.63142,3G 4G
1011183460,Vivo,Curitiba,-25.549,-49.26403,3G 4G
1011183479,Vivo,Curitiba,-25.59272,-49.27575,3G 4G
1011183487,Vivo,Pato Branco,-26.26273,-52.68122,3G 4G
1011183517,Vivo,Curitiba,-25.43372,-49.28844,3G 4G 5G
1011245504,Vivo,Curitiba,-25.50317,-49.21528,3G 4G
1011251911,Vivo,Medianeira,-25.29624,-54.11515,3G 4G
1011251920,Vivo,Palotina,-24.29723,-53.83392,3G 4G
1011314174,Vivo,Ponta Grossa,-25.1209,-50.12578,3G 4G
1011314182,Vivo,Curitiba,-25.37389,-49.26222,3G 4G
1011314190,Vivo,Curitiba,-25.44043,-49.21695,3G 4G
1011314204,Vivo,Curitiba,-25.38455,-49.27626,3G 4G
1011426827,Vivo,Cambe,-23.28959,-51.26012,3G 4G
1011426843,Vivo,Cascavel,-24.93544,-53.42143,3G 4G
1011426851,Vivo,Cascavel,-24.95053,-53.47687,3G 4G
1011426860,Vivo,Curitiba,-25.4788,-49.2947,3G 4G
1011426886,Vivo,Londrina,-23.29564,-51.14523,3G 4G
1011426908,Vivo,Sarandi,-23.45549,-51.8709,3G 4G
1011452828,Claro,Curitiba,-25.4117,-49.27123,2G 3G 4G 5G
1011502027,Tim,Adrianopolis,-24.884578,-49.072642,3G 4G
1011502035,Tim,Adrianopolis,-24.789169,-49.041844,3G 4G
1011502043,Tim,Guaraquecaba,-25.1973,-48.302161,3G 4G
1011502051,Tim,Adrianopolis,-24.683483,-48.816664,3G 4G
1011502060,Tim,Guaraquecaba,-25.107092,-48.215425,3G 4G
1011502078,Tim,Guaraquecaba,-25.173131,-48.411197,3G 4G
1011502086,Tim,Antonina,-25.382636,-48.620111,3G 4G
1011502094,Tim,Pirai Do Sul,-24.441778,-49.857222,3G 4G
1011502159,Tim,Jaguariaiva,-24.362667,-49.616194,3G 4G
1011538536,Vivo,Sao Jose Dos Pinhais,-25.50479,-49.18535,3G 4G
1011583760,Vivo,Cascavel,-24.97449,-53.41266,3G 4G
1011628144,Tim,Colorado,-22.897661,-51.886911,3G 4G
1011628152,Tim,Turvo,-24.950694,-51.368528,3G 4G
1011628160,Tim,Marilandia Do Sul,-23.837333,-51.318667,3G 4G
1011647904,Claro,Quarto Centenario,-24.27868,-53.07827,3G 4G
1011647912,Claro,Lidianopolis,-24.11123,-51.65869,3G 4G
1011653327,Tim,Ivatuba,-23.541444,-52.101556,3G 4G
1011658582,Vivo,Curitiba,-25.44,-49.30765,3G 4G
1011658604,Vivo,Santa Izabel Do Oeste,-25.82347,-53.47942,3G 4G
1011660234,Claro,Adrianopolis,-24.65633,-48.99361,3G 4G
1011660242,Claro,Boa Esperanca,-24.2421,-52.78638,3G 4G
1011660250,Claro,Diamante Do Norte,-22.66333,-52.86389,3G 4G
1011660269,Claro,Espigao Alto Do Iguacu,-25.42433,-52.83564,3G 4G
1011660277,Claro,Florai,-23.32139,-52.30111,3G 4G
1011660285,Claro,Fenix,-23.91602,-51.9765,3G 4G
1011703367,Vivo,Maringa,-23.47077,-51.91016,3G 4G
1011703383,Vivo,Cascavel,-24.99582,-53.46129,4G
1011707591,Claro,Angulo,-23.19806,-51.91583,3G 4G
1011707605,Claro,Vere,-25.88237,-52.91311,3G 4G
1011707613,Claro,Xambre,-23.73568,-53.48817,2G 3G 4G
1011707621,Claro,Tapira,-23.32423,-53.06857,3G 4G
1011707630,Claro,Sao Tome,-23.53451,-52.58834,3G 4G
1011707648,Claro,Sao Jose Da Boa Vista,-23.91812,-49.65605,2G 3G 4G
1011707664,Claro,Saudade Do Iguacu,-25.68956,-52.61694,3G 4G
1011707699,Claro,Guamiranga,-25.18997,-50.80831,3G 4G
1011707702,Claro,Honorio Serpa,-26.14228,-52.38978,3G 4G
1011707710,Claro,Pato Bragado,-24.62685,-54.22472,3G 4G
1011718984,Vivo,Curitiba,-25.43372,-49.28844,2G 3G
1011721861,Claro,Francisco Alves,-24.06599,-53.84147,3G 4G
1011721888,Claro,Janiopolis,-24.14433,-52.77975,3G 4G
1011734572,Vivo,Palmas,-26.48094,-51.98861,3G 4G
1011763785,Tim,Curitiba,-25.437028,-49.307583,3G 4G 5G
1011789636,Claro,Ouro Verde Do Oeste,-24.77291,-53.90666,2G 3G 4G
1011891767,Tim,Cascavel,-24.920806,-53.395222,4G
1011895010,Tim,Jacarezinho,-23.008767,-49.912239,4G
1011895029,Tim,Prudentopolis,-25.251417,-51.067694,4G
1011895037,Tim,Mandirituba,-25.824778,-49.334806,4G
1011895347,Claro,Teixeira Soares,-25.32514,-50.35711,3G 4G
1011895452,Tim,Guaraquecaba,-25.45658,-48.24408,3G 4G
1011904974,Claro,Pranchita,-26.0186,-53.74008,3G 4G
1011923022,Tim,Rio Negro,-26.03365,-49.691733,4G
1011923030,Tim,Diamante Do Sul,-25.135372,-52.713425,4G
1011924428,Claro,Iguaracu,-23.19492,-51.82103,2G 3G 4G
1011924436,Claro,Luiziana,-24.28712,-52.26819,3G 4G
1011924444,Claro,Maripa,-24.41634,-53.82548,3G 4G
1011924452,Claro,Nova Tebas,-24.4403,-51.9422,3G 4G
1011924649,Tim,Maringa,-23.423613,-51.936611,4G
1011924673,Tim,Cornelio Procopio,-23.266722,-50.730778,4G
1011924681,Tim,Ortigueira,-24.245278,-50.745556,4G
1011924797,Tim,Rio Negro,-26.071658,-49.739564,4G
1011924800,Tim,Juranda,-24.473258,-52.877444,4G
1011924827,Tim,Tibagi,-24.932167,-50.403556,4G
1011924835,Tim,Imbituva,-25.179944,-50.725389,4G
1011924843,Tim,Imbituva,-25.156833,-50.552028,4G
1011924851,Tim,Nova Laranjeiras,-25.214142,-52.653097,4G
1011924860,Tim,Prudentopolis,-25.317361,-50.974028,4G
1011924878,Tim,General Carneiro,-26.385044,-51.271178,4G
1011924886,Tim,Vitorino,-26.220653,-52.834944,4G
1011924894,Tim,Prudentopolis,-25.314139,-51.068389,4G
1011924908,Tim,Irati,-25.433389,-50.720194,4G
1011924916,Tim,Palmeira,-25.445639,-50.1845,4G
1011924924,Tim,Quitandinha,-25.911056,-49.59475,4G
1011925068,Tim,Pien,-26.113806,-49.382878,4G
1011925076,Tim,Cafezal Do Sul,-23.94475,-53.583444,4G
1011925084,Tim,Iretama,-24.287575,-52.091547,4G
1011925092,Tim,Iguaracu,-23.205086,-51.846233,4G
1011925106,Tim,Ribeirao Claro,-23.197472,-49.683694,4G
1011925114,Tim,Pato Branco,-26.090506,-52.649483,4G
1011925122,Tim,Chopinzinho,-25.913719,-52.544892,4G
1011925130,Tim,Chopinzinho,-25.812889,-52.606522,4G
1011925149,Tim,Matinhos,-25.800167,-48.552611,4G
1011925157,Tim,Rio Bonito Do Iguacu,-25.54185,-52.636008,4G
1011925165,Tim,Fernandes Pinheiro,-25.469133,-50.475419,4G
1011925173,Tim,Palmeira,-25.46125,-50.331694,4G
1011925181,Tim,Palmeira,-25.424961,-50.106063,4G
1011925190,Tim,Prudentopolis,-25.403833,-50.789222,4G
1011925203,Tim,Laranjeiras Do Sul,-25.369097,-52.327542,4G
1011925211,Tim,Laranjeiras Do Sul,-25.348756,-52.486783,4G
1011925220,Tim,Nova Laranjeiras,-25.260947,-52.622597,4G
1011925238,Tim,Urai,-23.272303,-50.813281,4G
1011925246,Tim,Apucarana,-23.488806,-51.607361,4G
1011929616,Tim,Maringa,-23.420389,-51.969389,4G
1011932331,Vivo,Curitiba,-25.400269,-49.211878,3G 4G
1011932340,Vivo,Curitiba,-25.549936,-49.339067,3G 4G
1011932358,Vivo,Curitiba,-25.466253,-49.228822,3G 4G
1011932366,Vivo,Ponta Grossa,-25.062472,-50.112083,3G 4G
1011932374,Vivo,Sao Jose Dos Pinhais,-25.514806,-49.163694,3G 4G
1011978269,Tim,Itaguaje,-22.570055,-51.969777,4G
1011978277,Tim,General Carneiro,-26.570858,-51.447,4G
1011978285,Tim,Imbau,-24.469716,-50.744497,4G
1011994841,Tim,Marialva,-23.48253,-51.79999,4G
1012018412,Vivo,Foz Do Iguacu,-25.496886,-54.554067,4G
1012018439,Vivo,Pato Branco,-26.24865,-52.679339,4G
1012018447,Vivo,Sao Jose Dos Pinhais,-25.55675,-49.170722,4G
1012018455,Vivo,Pinhais,-25.435439,-49.194361,3G 4G
1012042240,Claro,Nova Tebas,-24.48881,-51.95978,3G 4G
1012044200,Tim,Quatro Barras,-25.312694,-48.999722,4G
1012044219,Tim,General Carneiro,-26.52756,-51.35761,4G
1012044227,Tim,Londrina,-23.311468,-51.156968,4G
1012044251,Tim,Mambore,-24.3301,-52.6724,4G
1012069190,Vivo,Guaira,-24.08083,-54.20389,4G
1012069203,Vivo,Guaira,-24.09306,-54.26361,4G
1012069211,Vivo,Paicandu,-23.476111,-52.016667,4G
1012070414,Tim,Maringa,-23.4095,-51.9855,4G
1012081157,Vivo,Colombo,-25.359889,-49.184417,3G 4G
1012081173,Vivo,Curitiba,-25.4605,-49.2012,3G 4G
1012081181,Vivo,Londrina,-23.2663,-51.135203,4G
1012117771,Tim,Reserva,-24.419167,-50.958889,3G 4G
1012123674,Tim,Guarapuava,-25.358222,-51.476222,4G
1012142776,Tim,Guaratuba,-25.971417,-48.686889,4G
1012143136,Tim,Campina Grande Do Sul,-25.1887583,-48.8724777,4G
1012143144,Tim,Faxinal,-23.9312666,-51.1713666,4G
1012145872,Vivo,Paranagua,-25.530833,-48.506167,3G 4G
1012145880,Vivo,Guarapuava,-25.348317,-51.473603,3G 4G
1012158265,Vivo,Almirante Tamandare,-25.353306,-49.294833,4G
1012158273,Vivo,Almirante Tamandare,-25.30869,-49.285814,4G
1012158281,Vivo,Paranagua,-25.567192,-48.574306,4G
1012158290,Vivo,Paranagua,-25.523889,-48.516531,4G
1012158303,Vivo,Paranagua,-25.5505,-48.547111,4G
1012158311,Vivo,Paranagua,-25.535083,-48.548444,4G
1012158320,Vivo,Ponta Grossa,-25.062472,-50.112083,4G
1012158338,Vivo,Ponta Grossa,-25.108333,-50.160556,4G 5G
1012158346,Vivo,Uniao Da Vitoria,-26.224861,-51.084472,4G
1012158354,Vivo,Uniao Da Vitoria,-26.207833,-51.076806,4G
1012158362,Vivo,Uniao Da Vitoria,-26.195269,-51.01325,4G
1012291097,Claro,Curitiba,-25.41039,-49.28119,2G 3G 4G 5G
1012302331,Vivo,Foz Do Iguacu,-25.496886,-54.554067,4G
1012302374,Vivo,Tunas Do Parana,-24.980722,-49.086,3G 4G
1012302382,Vivo,Cerro Azul,-24.82597,-49.26381,3G 4G
1012302390,Vivo,Santo Inacio,-22.711389,-51.773028,3G 4G
1012302404,Vivo,Xambre,-23.73556,-53.48806,3G 4G
1012302412,Vivo,Maria Helena,-23.62194,-53.20583,3G 4G
1012302420,Vivo,Diamante Do Sul,-25.07063,-52.70306,3G 4G
1012302439,Vivo,Espigao Alto Do Iguacu,-25.41975,-52.836972,3G 4G
1012302447,Vivo,Iguatu,-24.7183,-53.0857,3G 4G
1012302455,Vivo,Salgado Filho,-26.17194,-53.36833,3G 4G
1012302463,Vivo,Tupassi,-24.5865,-53.5113,4G
1012302471,Vivo,Tomazina,-23.77839,-49.95069,4G
1012302480,Vivo,Sulina,-25.69611,-52.7225,3G 4G
1012302498,Vivo,Sapopema,-23.900778,-50.571222,3G 4G
1012302501,Vivo,Sao Pedro Do Iguacu,-24.93306,-53.85722,3G 4G
1012302510,Vivo,Sao Jose Da Boa Vista,-23.922806,-49.655028,3G 4G
1012302528,Vivo,Sao Jorge D Oeste,-25.7122,-52.9174,3G 4G
1012302536,Vivo,Santo Antonio Do Paraiso,-23.492528,-50.643639,3G 4G
1012302544,Vivo,Salto Do Itarare,-23.60778,-49.6275,3G 4G
1012302552,Vivo,Sabaudia,-23.32028,-51.55306,3G 4G
1012302560,Vivo,Rosario Do Ivai,-24.291917,-51.271778,3G 4G
1012302579,Vivo,Rosario Do Ivai,-24.25806,-51.24917,3G 4G
1012302587,Vivo,Rio Bom,-23.76472,-51.40667,3G 4G
1012302595,Vivo,Rancho Alegre D Oeste,-24.30741,-52.95627,3G 4G
1012302609,Vivo,Quarto Centenario,-24.278611,-53.078139,3G 4G
1012302617,Vivo,Prado Ferreira,-23.042417,-51.444028,3G 4G
1012302625,Vivo,Porto Vitoria,-26.17125,-51.22364,3G 4G
1012302633,Vivo,Porto Barreiro,-25.55064,-52.35567,3G 4G
1012302641,Vivo,Porto Barreiro,-25.553444,-52.410806,3G 4G
1012302650,Vivo,Pinhalao,-23.8025,-50.05667,4G
1012302668,Vivo,Perola D Oeste,-25.82558,-53.73572,3G 4G
1012302676,Vivo,Perobal,-23.89583,-53.41194,3G 4G
1012302684,Vivo,Novo Itacolomi,-23.761667,-51.501139,3G 4G
1012302692,Vivo,Nova Tebas,-24.435833,-51.9525,3G 4G
1012302706,Vivo,Miraselva,-22.964194,-51.482778,3G 4G
1012302714,Vivo,Mato Rico,-24.709167,-52.147528,3G 4G
1012302722,Vivo,Maripa,-24.427667,-53.801833,3G 4G
1012302730,Vivo,Lupionopolis,-22.733889,-51.6575,3G 4G
1012302749,Vivo,Lunardelli,-24.091389,-51.741167,3G 4G
1012302757,Vivo,Luiziana,-24.283,-52.277306,3G 4G
1012302765,Vivo,Leopolis,-23.06722,-50.73972,3G 4G
1012302773,Vivo,Jundiai Do Sul,-23.436389,-50.249722,3G 4G
1012302781,Vivo,Ivatuba,-23.59997,-52.16644,3G 4G
1012302790,Vivo,Ivatuba,-23.621694,-52.218361,3G 4G
1012302803,Vivo,Itambe,-23.66361,-51.98028,3G 4G
1012302811,Vivo,Honorio Serpa,-26.14194,-52.38944,3G 4G
1012302820,Vivo,Grandes Rios,-24.1446,-51.5064,3G 4G
1012302838,Vivo,Godoy Moreira,-24.18889,-51.9225,3G 4G
1012302846,Vivo,Foz Do Jordao,-25.7376,-52.1204,3G 4G
1012302854,Vivo,Fenix,-23.91583,-51.97639,3G 4G
1012302862,Vivo,Farol,-24.095889,-52.621,3G 4G
1012302870,Vivo,Eneas Marques,-25.94806,-53.16222,3G 4G
1012302889,Vivo,Diamante D Oeste,-24.94972,-54.09833,3G 4G
1012302897,Vivo,Diamante Do Sul,-25.03972,-52.68444,3G 4G
1012302900,Vivo,Conselheiro Mairinck,-23.6242,-50.1718,3G 4G
1012302919,Vivo,Campina Do Simao,-25.113361,-51.806139,3G 4G
1012302927,Vivo,Cafeara,-22.787806,-51.716972,3G 4G
1012302935,Vivo,Borrazopolis,-23.9386,-51.584,3G 4G
1012302943,Vivo,Borrazopolis,-23.948333,-51.583889,4G
1012302951,Vivo,Bom Sucesso,-23.7093,-51.7634,3G 4G
1012302960,Vivo,Boa Ventura De Sao Roque,-24.876972,-51.554528,3G 4G
1012302978,Vivo,Boa Esperanca,-24.24194,-52.78639,3G 4G
1012302986,Vivo,Ariranha Do Ivai,-24.385028,-51.589194,3G 4G
1012302994,Vivo,Abatia,-23.3044,-50.3115,3G 4G
1012303001,Vivo,Campo Bonito,-25.0285,-52.99,3G 4G
1012303010,Vivo,Pinhal De Sao Bento,-26.036667,-53.488056,3G 4G
1012303028,Vivo,Ramilandia,-25.1195,-54.030611,3G 4G
1012303036,Vivo,Ventania,-24.24736,-50.24482,3G 4G
1012303044,Vivo,Coronel Domingos Soares,-26.23083,-52.03639,3G 4G
1012303052,Vivo,Anahy,-24.66306,-53.12861,3G 4G
1012303060,Vivo,Angulo,-23.19642,-51.91222,3G 4G
1012303079,Vivo,Barra Do Jacare,-23.113083,-50.178083,3G 4G
